case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,-,-,-,-,"-"
1,1,Activity A,2020-06-27 14:10:08:046,Velda,normal,normal,"-"
1,2,Activity AI,2020-06-27 14:49:07:490,Sharee,normal,normal,"-"
1,3,Activity AL,2020-06-27 15:36:23:382,Rossana,normal,normal,"-"
1,4,Activity AM,2020-06-27 16:12:08:099,Marilyn,normal,normal,"-"
1,5,Activity AN,2020-06-27 16:55:33:062,Vickie,normal,normal,"-"
1,6,Activity AO,2020-06-27 17:44:20:728,Jack,normal,normal,"-"
1,7,Activity AJ,2020-06-27 18:15:22:249,Donald,normal,normal,"-"
1,8,Activity B,2020-06-27 19:13:05:352,Alyce,normal,normal,"-"
1,9,■,-,-,-,-,"-"
2,0,▶,-,-,-,-,"-"
2,1,Activity N,2020-06-27 14:10:18:046,Issac,normal,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
2,2,Activity M,2020-06-27 14:32:55:894,Steve,normal,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
2,3,Activity R,2020-06-27 15:24:44:482,Brant,normal,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
2,4,Activity AC,2020-06-27 16:22:02:893,Steve,normal,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
2,5,Activity AH,2020-06-27 17:03:17:053,Howard,normal,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
2,6,Activity AD,2020-06-27 17:55:33:628,Craig,normal,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
