case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,,,,,""
1,1,Activity A,2020-06-27 17:08:03:959,Della,normal,normal,"-"
1,2,Activity N,2020-06-27 18:07:24:962,Roy,normal,normal,"-"
1,3,Activity AE,2020-06-27 19:00:21:453,Hoyt,normal,normal,"-"
1,4,Activity AF,2020-06-27 19:48:28:753,Rossie,normal,normal,"-"
1,5,Activity O,2020-06-27 20:47:39:374,Junior,normal,normal,"-"
1,6,Activity B,2020-06-27 21:35:56:957,Deloras,normal,normal,"-"
1,7,■,,,,,""
2,0,▶,,,,,""
2,1,Activity A,2020-06-27 17:08:13:959,Alyce,normal,normal,"-"
2,2,Activity N,2020-06-27 18:03:54:152,Wilton,normal,normal,"-"
2,3,Activity Y,2020-06-27 18:49:42:330,Lourdes,normal,normal,"-"
2,4,Activity AD,2020-06-27 19:22:34:171,Brant,normal,normal,"-"
2,5,Activity Z,2020-06-27 20:04:04:406,Michaele,normal,normal,"-"
2,6,Activity O,2020-06-27 20:49:16:668,Keven,normal,normal,"-"
2,7,Activity B,2020-06-27 21:23:14:978,Grayce,normal,normal,"-"
2,8,■,,,,,""
3,0,▶,,,,,""
3,1,Activity A,2020-06-27 17:08:23:959,Della,normal,normal,"-"
3,2,Activity N,2020-06-27 18:05:46:098,Earl,normal,normal,"-"
3,3,Activity P,2020-06-27 19:04:37:680,Emily,normal,normal,"-"
3,4,Activity Q,2020-06-27 19:49:05:397,Della,normal,normal,"-"
3,5,Activity O,2020-06-27 20:21:53:430,Charles,normal,normal,"-"
3,6,Activity B,2020-06-27 21:21:37:047,Brian,normal,normal,"-"
3,7,■,,,,,""
4,0,▶,,,,,""
4,1,Activity A,2020-06-27 17:08:33:959,Della,normal,normal,"-"
4,2,Activity N,2020-06-27 17:56:20:744,Brant,normal,normal,"-"
4,3,Activity R,2020-06-27 18:47:27:037,Sherell,normal,normal,"-"
4,4,Activity U,2020-06-27 19:25:19:762,Ling,normal,normal,"-"
4,5,Activity S,2020-06-27 20:07:37:153,Vickie,normal,normal,"-"
4,6,Activity O,2020-06-27 21:03:02:577,Lucy,normal,normal,"-"
4,7,Activity B,2020-06-27 21:53:38:231,Melany,normal,normal,"-"
4,8,■,,,,,""
5,0,▶,,,,,""
5,1,Activity A,2020-06-27 17:08:43:959,Alyce,normal,normal,"-"
5,2,Activity N,2020-06-27 17:36:05:099,Brant,normal,normal,"-"
5,3,Activity AG,2020-06-27 18:26:29:229,Sandra,normal,normal,"-"
5,4,Activity AH,2020-06-27 19:19:00:895,Jamika,normal,normal,"-"
5,5,Activity O,2020-06-27 19:38:37:078,Howard,normal,normal,"-"
5,6,Activity B,2020-06-27 20:23:53:040,Deloras,normal,normal,"-"
5,7,■,,,,,""
6,0,▶,,,,,""
6,1,Activity A,2020-06-27 17:08:53:959,Della,normal,normal,"-"
6,2,Activity N,2020-06-27 17:44:43:983,Roy,normal,normal,"-"
6,3,Activity AE,2020-06-27 18:42:42:092,Hoyt,normal,normal,"-"
6,4,Activity AF,2020-06-27 19:13:01:486,Rossie,normal,normal,"-"
6,5,Activity O,2020-06-27 19:36:25:485,Jamika,normal,normal,"-"
6,6,Activity B,2020-06-27 20:26:43:272,Gema,normal,normal,"-"
6,7,■,,,,,""
7,0,▶,,,,,""
7,1,Activity A,2020-06-27 17:09:03:959,Della,normal,normal,"-"
7,2,Activity N,2020-06-27 17:38:26:420,Hassie,normal,normal,"-"
7,3,Activity AG,2020-06-27 18:36:55:504,Sandra,normal,normal,"-"
7,4,Activity AH,2020-06-27 19:06:59:658,Jamika,normal,normal,"-"
7,5,Activity O,2020-06-27 19:53:28:412,Howard,normal,normal,"-"
7,6,Activity B,2020-06-27 20:50:29:310,Grayce,normal,normal,"-"
7,7,■,,,,,""
8,0,▶,,,,,""
8,1,Activity A,2020-06-27 17:09:13:959,Della,normal,normal,"-"
8,2,Activity N,2020-06-27 17:42:25:916,Brant,normal,normal,"-"
8,3,Activity AG,2020-06-27 18:34:06:303,Sandra,normal,normal,"-"
