case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,,,,,""
1,1,Activity A,2020-06-27 17:08:04:556,Johnny,normal,normal,"-"
1,2,Activity C,2020-06-27 17:47:28:088,Roseanne,normal,normal,"-"
1,3,Activity D,2020-06-27 18:34:25:443,Alpha,normal,normal,"-"
1,4,Activity E,2020-06-27 19:08:20:947,Brian,normal,normal,"-"
1,5,Activity G,2020-06-27 19:28:38:696,Sandra,normal,normal,"-"
1,6,Activity F,2020-06-27 20:28:28:699,Brian,normal,normal,"-"
1,7,Activity I,2020-06-27 21:18:57:439,Hassie,normal,normal,"-"
1,8,Activity O,2020-06-27 21:46:06:123,Rossana,normal,normal,"-"
1,9,Activity P,2020-06-27 22:42:36:935,Wilton,normal,normal,"-"
1,10,Activity J,2020-06-27 23:14:01:643,Alyce,normal,normal,"-"
1,11,Activity B,2020-06-27 23:41:08:410,Della,normal,normal,"-"
1,12,■,,,,,""
2,0,▶,,,,,""
2,1,Activity A,2020-06-27 17:08:14:556,Johnny,normal,anomalous,"{'shift_from': 5, 'shift_to': 7, 'size': 1}"
2,2,Activity C,2020-06-27 17:59:05:881,Roseanne,normal,anomalous,"{'shift_from': 5, 'shift_to': 7, 'size': 1}"
2,3,Activity D,2020-06-27 18:50:46:092,Alpha,normal,anomalous,"{'shift_from': 5, 'shift_to': 7, 'size': 1}"
2,4,Activity E,2020-06-27 19:25:53:428,Josef,normal,anomalous,"{'shift_from': 5, 'shift_to': 7, 'size': 1}"
2,5,Activity H,2020-06-27 20:03:58:749,Josef,normal,anomalous,"{'shift_from': 5, 'shift_to': 7, 'size': 1}"
2,6,Activity I,2020-06-27 21:00:08:719,Ling,normal,anomalous,"{'shift_from': 5, 'shift_to': 7, 'size': 1}"
2,7,Activity O,2020-06-27 21:40:21:195,Rossana,normal,anomalous,"{'shift_from': 5, 'shift_to': 7, 'size': 1}"
2,8,Activity F,2020-06-27 22:32:06:925,Brian,normal,anomalous,"{'shift_from': 5, 'shift_to': 7, 'size': 1}"
2,9,Activity P,2020-06-27 23:19:13:674,Wilton,normal,anomalous,"{'shift_from': 5, 'shift_to': 7, 'size': 1}"
2,10,Activity J,2020-06-28 00:17:32:892,Sherlene,normal,anomalous,"{'shift_from': 5, 'shift_to': 7, 'size': 1}"
2,11,Activity B,2020-06-28 01:12:12:242,Sherell,normal,anomalous,"{'shift_from': 5, 'shift_to': 7, 'size': 1}"
2,12,■,,,,,""
3,0,▶,,,,,""
3,1,Activity A,2020-06-27 17:08:24:556,Doretta,normal,normal,"-"
3,2,Activity AB,2020-06-27 17:25:27:636,Junior,normal,normal,"-"
3,3,Activity AF,2020-06-27 18:22:07:343,Steve,normal,normal,"-"
3,4,Activity AC,2020-06-27 18:54:25:761,Brant,normal,normal,"-"
3,5,Activity AG,2020-06-27 19:24:11:713,Chan,normal,normal,"-"
3,6,Activity AJ,2020-06-27 20:20:39:109,James,normal,normal,"-"
3,7,Activity AH,2020-06-27 21:11:07:173,Emily,normal,normal,"-"
3,8,Activity AL,2020-06-27 22:07:02:926,Sandra,normal,normal,"-"
3,9,Activity AO,2020-06-27 23:05:24:707,Wilton,normal,normal,"-"
3,10,Activity AM,2020-06-27 23:57:28:952,Paul,normal,normal,"-"
3,11,Activity AP,2020-06-28 00:26:37:791,Sharee,normal,normal,"-"
3,12,Activity B,2020-06-28 01:15:39:597,Della,normal,normal,"-"
3,13,■,,,,,""
4,0,▶,,,,,""
4,1,Activity A,2020-06-27 17:08:34:556,Jamika,normal,anomalous,"{'shift_from': 3, 'shift_to': 7, 'size': 2}"
4,2,Activity AB,2020-06-27 17:25:34:436,Brant,normal,anomalous,"{'shift_from': 3, 'shift_to': 7, 'size': 2}"
4,3,Activity AF,2020-06-27 18:22:40:131,Steve,normal,anomalous,"{'shift_from': 3, 'shift_to': 7, 'size': 2}"
4,4,Activity AI,2020-06-27 19:08:26:363,Amanda,normal,anomalous,"{'shift_from': 3, 'shift_to': 7, 'size': 2}"
4,5,Activity AH,2020-06-27 19:28:54:420,Issac,normal,anomalous,"{'shift_from': 3, 'shift_to': 7, 'size': 2}"
4,6,Activity AL,2020-06-27 20:19:03:087,Sherlene,normal,anomalous,"{'shift_from': 3, 'shift_to': 7, 'size': 2}"
4,7,Activity AN,2020-06-27 21:18:31:954,Clayton,normal,anomalous,"{'shift_from': 3, 'shift_to': 7, 'size': 2}"
4,8,Activity AC,2020-06-27 21:38:36:048,Brant,normal,anomalous,"{'shift_from': 3, 'shift_to': 7, 'size': 2}"
4,9,Activity AG,2020-06-27 22:32:33:278,Lucy,normal,anomalous,"{'shift_from': 3, 'shift_to': 7, 'size': 2}"
4,10,Activity AM,2020-06-27 23:29:24:817,Howard,normal,anomalous,"{'shift_from': 3, 'shift_to': 7, 'size': 2}"
4,11,Activity AP,2020-06-27 23:47:02:916,Keven,normal,anomalous,"{'shift_from': 3, 'shift_to': 7, 'size': 2}"
4,12,Activity B,2020-06-28 00:26:04:490,Hoyt,normal,anomalous,"{'shift_from': 3, 'shift_to': 7, 'size': 2}"
4,13,■,,,,,""
5,0,▶,,,,,""
5,1,Activity A,2020-06-27 17:08:44:556,Doretta,normal,anomalous,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
5,2,Activity AB,2020-06-27 17:47:22:426,Junior,normal,anomalous,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
5,3,Activity AF,2020-06-27 18:46:02:261,Steve,normal,anomalous,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
5,4,Activity AC,2020-06-27 19:36:52:000,Brant,normal,anomalous,"{'shift_from': 4, 'shift_to': 5, 'size': 2}"
