case_id,event_position,activity_name,timestamp,label,case,anomaly_type,anomaly_description
1,0,▶,,,,,""
1,1,Activity A,2020-06-27 14:32:11:462,normal,normal,-,"-"
1,2,Activity Y,2020-06-27 15:19:52:030,normal,normal,-,"-"
1,3,Activity B,2020-06-27 16:11:43:215,normal,normal,-,"-"
1,4,■,,,,,""
2,0,▶,,,,,""
2,1,Activity A,2020-06-27 14:32:21:462,normal,normal,-,"-"
2,2,Activity C,2020-06-27 15:28:03:418,normal,normal,-,"-"
2,3,Activity F,2020-06-27 16:17:43:306,normal,normal,-,"-"
2,4,Activity D,2020-06-27 17:06:02:017,normal,normal,-,"-"
2,5,Activity I,2020-06-27 17:24:48:047,normal,normal,-,"-"
2,6,Activity L,2020-06-27 18:13:44:369,normal,normal,-,"-"
2,7,Activity J,2020-06-27 19:13:43:281,normal,normal,-,"-"
2,8,Activity B,2020-06-27 19:52:02:321,normal,normal,-,"-"
2,9,■,,,,,""
3,0,▶,,,,,""
3,1,Activity A,2020-06-27 14:32:31:462,normal,normal,-,"-"
3,2,Activity C,2020-06-27 15:18:55:202,normal,normal,-,"-"
3,3,Activity F,2020-06-27 16:05:52:301,normal,normal,-,"-"
3,4,Activity D,2020-06-27 16:47:01:020,normal,normal,-,"-"
3,5,Activity I,2020-06-27 17:45:56:297,normal,normal,-,"-"
3,6,Activity L,2020-06-27 18:35:44:491,normal,normal,-,"-"
3,7,Activity J,2020-06-27 19:16:36:150,normal,normal,-,"-"
3,8,Activity B,2020-06-27 19:53:51:520,normal,normal,-,"-"
3,9,■,,,,,""
4,0,▶,,,,,""
4,1,Activity A,2020-06-27 14:32:41:462,normal,normal,-,"-"
4,2,Activity Z,2020-06-27 15:11:41:722,normal,normal,-,"-"
4,3,Activity AA,2020-06-27 16:07:32:140,normal,normal,-,"-"
4,4,Activity AE,2020-06-27 17:05:54:308,normal,normal,-,"-"
4,5,Activity AB,2020-06-27 17:38:34:271,normal,normal,-,"-"
4,6,Activity B,2020-06-27 18:38:04:682,normal,normal,-,"-"
4,7,■,,,,,""
5,0,▶,,,,,""
