case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,-,-,-,-,"-"
1,1,Activity A,2020-06-27 14:00:34:295,Doretta,normal,normal,"-"
1,2,Activity C,2020-06-27 14:55:04:053,Jack,normal,normal,"-"
1,3,Activity F,2020-06-27 15:53:13:700,Howard,normal,normal,"-"
1,4,Activity D,2020-06-27 16:24:31:674,Wilton,normal,normal,"-"
1,5,Activity I,2020-06-27 17:16:35:840,Maryellen,normal,normal,"-"
1,6,Activity K,2020-06-27 18:15:59:327,Issac,normal,normal,"-"
1,7,Activity J,2020-06-27 19:10:44:224,Velda,normal,normal,"-"
1,8,Activity B,2020-06-27 20:02:19:455,Michaele,normal,normal,"-"
1,9,■,-,-,-,-,"-"
2,0,▶,-,-,-,-,"-"
2,1,Activity A,2020-06-27 14:00:44:295,Rossana,normal,normal,"-"
2,2,Activity O,2020-06-27 14:25:57:114,Ronald,normal,normal,"-"
2,3,Activity U,2020-06-27 15:21:41:239,Velda,normal,normal,"-"
2,4,Activity X,2020-06-27 15:53:36:812,Pam,normal,normal,"-"
2,5,Activity V,2020-06-27 16:10:28:976,Maryellen,normal,normal,"-"
2,6,Activity P,2020-06-27 17:07:42:345,Ryan,normal,normal,"-"
2,7,Activity B,2020-06-27 18:07:02:331,Alpha,normal,normal,"-"
2,8,■,-,-,-,-,"-"
3,0,▶,-,-,-,-,"-"
3,1,Activity A,2020-06-27 14:00:54:295,Shandi,normal,normal,"-"
3,2,Activity Y,2020-06-27 14:32:41:753,Marilyn,normal,normal,"-"
3,3,Activity B,2020-06-27 15:23:28:313,Michaele,normal,normal,"-"
3,4,■,-,-,-,-,"-"
4,0,▶,-,-,-,-,"-"
4,1,Activity A,2020-06-27 14:01:04:295,Steve,normal,normal,"-"
4,2,Activity C,2020-06-27 14:37:11:895,Keven,normal,normal,"-"
4,3,Activity G,2020-06-27 15:28:19:692,Steve,normal,normal,"-"
4,4,Activity D,2020-06-27 15:58:54:132,Emily,normal,normal,"-"
4,5,Activity I,2020-06-27 16:57:33:115,Keven,normal,normal,"-"
4,6,Activity L,2020-06-27 17:45:58:972,Sandra,normal,normal,"-"
4,7,Activity J,2020-06-27 18:29:38:270,Gema,normal,normal,"-"
4,8,Activity B,2020-06-27 18:56:04:312,Carmella,normal,normal,"-"
4,9,■,-,-,-,-,"-"
5,0,▶,-,-,-,-,"-"
5,1,Activity A,2020-06-27 14:01:14:295,Doretta,normal,normal,"-"
5,2,Activity C,2020-06-27 14:45:20:284,Della,normal,normal,"-"
5,3,Activity G,2020-06-27 15:37:02:640,Steve,normal,normal,"-"
5,4,Activity D,2020-06-27 16:23:28:310,Deloras,normal,normal,"-"
5,5,Activity I,2020-06-27 17:01:18:400,Howard,normal,normal,"-"
5,6,Activity M,2020-06-27 17:59:50:943,Howard,normal,normal,"-"
5,7,Activity J,2020-06-27 18:53:12:856,Brian,normal,normal,"-"
5,8,Activity B,2020-06-27 19:48:30:825,Michaele,normal,normal,"-"
5,9,■,-,-,-,-,"-"
6,0,▶,-,-,-,-,"-"
6,1,Activity A,2020-06-27 14:01:24:295,Keven,normal,normal,"-"
6,2,Activity O,2020-06-27 14:42:36:273,Brian,normal,normal,"-"
6,3,Activity U,2020-06-27 15:27:43:288,Velda,normal,normal,"-"
6,4,Activity X,2020-06-27 16:12:25:968,Jin,normal,normal,"-"
6,5,Activity V,2020-06-27 16:52:55:862,Maryellen,normal,normal,"-"
6,6,Activity P,2020-06-27 17:42:28:788,Ryan,normal,normal,"-"
6,7,Activity B,2020-06-27 18:20:14:871,Maryellen,normal,normal,"-"
6,8,■,-,-,-,-,"-"
7,0,▶,-,-,-,-,"-"
7,1,Activity A,2020-06-27 14:01:34:295,Rossana,normal,normal,"-"
