case_id,event_position,activity_name,timestamp,label,case,anomaly_type,anomaly_description
1,0,▶,-,-,-,-,"-"
1,1,Activity BC,2020-06-27 14:00:38:983,anomalous,normal,Late,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1,2,Activity A,2020-06-27 14:51:36:822,anomalous,normal,Late,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1,3,Activity B,2020-06-27 15:43:02:546,anomalous,normal,Late,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1,4,■,-,-,-,-,"-"
2,0,▶,-,-,-,-,"-"
2,1,Activity A,2020-06-27 14:00:48:983,normal,normal,-,"-"
2,2,Activity T,2020-06-27 14:40:26:715,normal,normal,-,"-"
2,3,Activity AK,2020-06-27 15:26:09:377,normal,normal,-,"-"
2,4,Activity AL,2020-06-27 16:19:23:290,normal,normal,-,"-"
2,5,Activity AM,2020-06-27 16:37:43:332,normal,normal,-,"-"
2,6,Activity U,2020-06-27 17:34:53:423,normal,normal,-,"-"
2,7,Activity B,2020-06-27 18:05:23:680,normal,normal,-,"-"
2,8,■,-,-,-,-,"-"
3,0,▶,-,-,-,-,"-"
3,1,Activity A,2020-06-27 14:00:58:983,normal,normal,-,"-"
3,2,Activity BZ,2020-06-27 14:39:20:712,normal,normal,-,"-"
3,3,Activity B,2020-06-27 15:29:44:471,normal,normal,-,"-"
3,4,■,-,-,-,-,"-"
4,0,▶,-,-,-,-,"-"
4,1,Activity A,2020-06-27 14:01:08:983,normal,normal,-,"-"
4,2,Activity C,2020-06-27 14:55:21:065,normal,normal,-,"-"
4,3,Activity L,2020-06-27 15:47:17:424,normal,normal,-,"-"
4,4,Activity O,2020-06-27 16:39:27:135,normal,normal,-,"-"
4,5,Activity M,2020-06-27 17:39:05:636,normal,normal,-,"-"
4,6,Activity D,2020-06-27 18:33:04:251,normal,normal,-,"-"
4,7,Activity S,2020-06-27 19:31:39:083,normal,normal,-,"-"
4,8,Activity B,2020-06-27 20:12:13:486,normal,normal,-,"-"
4,9,■,-,-,-,-,"-"
5,0,▶,-,-,-,-,"-"
