case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,,,,,""
1,1,Activity A,2020-06-27 14:35:50:267,Sherlene,normal,normal,"-"
1,2,Activity B,2020-06-27 15:03:16:406,Earl,normal,normal,"-"
1,3,Activity C,2020-06-27 15:59:45:169,Brant,normal,normal,"-"
1,4,Activity D,2020-06-27 16:59:22:848,Lourdes,normal,normal,"-"
1,5,Activity E,2020-06-27 17:15:59:696,Hugo,normal,normal,"-"
1,6,Activity G,2020-06-27 18:10:26:503,Lourdes,normal,normal,"-"
1,7,Activity H,2020-06-27 18:57:00:180,Hoyt,normal,normal,"-"
1,8,Activity I,2020-06-27 19:30:22:418,Jack,normal,normal,"-"
1,9,Activity J,2020-06-27 20:18:26:969,Sonia,normal,normal,"-"
1,10,Activity F,2020-06-27 21:00:29:706,Howard,normal,normal,"-"
1,11,■,,,,,""
2,0,▶,,,,,""
2,1,Activity A,2020-06-27 14:36:00:267,Sherlene,normal,normal,"-"
2,2,Activity B,2020-06-27 15:22:32:975,Doretta,normal,normal,"-"
2,3,Activity C,2020-06-27 16:16:42:505,Brant,normal,normal,"-"
2,4,Activity D,2020-06-27 17:16:40:515,Lourdes,normal,normal,"-"
2,5,Activity E,2020-06-27 18:09:30:450,Paul,normal,normal,"-"
2,6,Activity T,2020-06-27 19:09:29:312,Ryan,normal,normal,"-"
2,7,Activity F,2020-06-27 19:59:50:643,Lisa,normal,normal,"-"
2,8,■,,,,,""
3,0,▶,,,,,""
3,1,Activity A,2020-06-27 14:36:10:267,Sherlene,normal,normal,"-"
3,2,Activity B,2020-06-27 15:17:25:811,Earl,normal,normal,"-"
3,3,Activity C,2020-06-27 16:14:15:610,Brant,normal,normal,"-"
3,4,Activity D,2020-06-27 17:14:08:749,Lourdes,normal,normal,"-"
3,5,Activity E,2020-06-27 17:41:39:829,Tiffiny,normal,normal,"-"
3,6,Activity K,2020-06-27 18:36:11:854,Melany,normal,normal,"-"
3,7,Activity O,2020-06-27 19:09:01:405,Melany,normal,normal,"-"
3,8,Activity P,2020-06-27 19:38:02:010,Jimmy,normal,normal,"-"
3,9,Activity L,2020-06-27 20:24:30:620,Amanda,normal,normal,"-"
3,10,Activity F,2020-06-27 21:12:51:162,Emily,normal,normal,"-"
3,11,■,,,,,""
4,0,▶,,,,,""
4,1,Activity A,2020-06-27 14:36:20:267,Sherlene,normal,normal,"-"
4,2,Activity B,2020-06-27 15:09:34:148,Doretta,normal,normal,"-"
4,3,Activity C,2020-06-27 16:07:52:167,James,normal,normal,"-"
4,4,Activity D,2020-06-27 16:45:19:760,Lourdes,normal,normal,"-"
4,5,Activity E,2020-06-27 17:06:43:391,Tiffiny,normal,normal,"-"
4,6,Activity K,2020-06-27 18:05:25:566,Pam,normal,normal,"-"
4,7,Activity M,2020-06-27 18:59:18:477,Issac,normal,normal,"-"
4,8,Activity N,2020-06-27 19:47:04:420,Sonia,normal,normal,"-"
4,9,Activity L,2020-06-27 20:36:01:490,Keven,normal,normal,"-"
4,10,Activity F,2020-06-27 21:33:31:262,Howard,normal,normal,"-"
4,11,■,,,,,""
5,0,▶,,,,,""
5,1,Activity A,2020-06-27 14:36:30:267,Sherlene,normal,normal,"-"
5,2,Activity B,2020-06-27 14:52:03:689,Doretta,normal,normal,"-"
5,3,Activity C,2020-06-27 15:40:21:863,James,normal,normal,"-"
5,4,Activity D,2020-06-27 16:37:23:094,Lourdes,normal,normal,"-"
5,5,Activity E,2020-06-27 17:12:20:934,Gema,normal,normal,"-"
5,6,Activity K,2020-06-27 17:59:42:172,Melany,normal,normal,"-"
5,7,Activity O,2020-06-27 18:47:29:512,Melany,normal,normal,"-"
5,8,Activity P,2020-06-27 19:21:13:703,Sigrid,normal,normal,"-"
5,9,Activity L,2020-06-27 20:11:48:782,Amanda,normal,normal,"-"
5,10,Activity F,2020-06-27 20:54:03:362,Emily,normal,normal,"-"
5,11,■,,,,,""
6,0,▶,,,,,""
6,1,Activity A,2020-06-27 14:36:40:267,Sherlene,normal,normal,"-"
6,2,Activity B,2020-06-27 15:03:57:373,Doretta,normal,normal,"-"
6,3,Activity C,2020-06-27 15:51:05:726,Brant,normal,normal,"-"
6,4,Activity D,2020-06-27 16:39:52:694,Lourdes,normal,normal,"-"
6,5,Activity E,2020-06-27 16:55:35:667,Paul,normal,normal,"-"
6,6,Activity T,2020-06-27 17:54:24:863,Ryan,normal,normal,"-"
6,7,Activity F,2020-06-27 18:28:15:633,Lisa,normal,normal,"-"
6,8,■,,,,,""
7,0,▶,,,,,""
7,1,Activity A,2020-06-27 14:36:50:267,Sherlene,normal,normal,"-"
7,2,Activity B,2020-06-27 15:25:30:471,Doretta,normal,normal,"-"
7,3,Activity C,2020-06-27 16:24:40:100,Brant,normal,normal,"-"
7,4,Activity D,2020-06-27 17:10:14:437,Lourdes,normal,normal,"-"
7,5,Activity E,2020-06-27 17:39:45:598,Hugo,normal,normal,"-"
7,6,Activity G,2020-06-27 18:34:39:390,Lourdes,normal,normal,"-"
7,7,Activity H,2020-06-27 19:20:51:868,Hoyt,normal,normal,"-"
7,8,Activity I,2020-06-27 20:01:50:852,Jack,normal,normal,"-"
7,9,Activity J,2020-06-27 20:55:39:812,Sonia,normal,normal,"-"
7,10,Activity F,2020-06-27 21:35:37:950,Howard,normal,normal,"-"
7,11,■,,,,,""
8,0,▶,,,,,""
8,1,Activity A,2020-06-27 14:37:00:267,Sherlene,normal,normal,"-"
8,2,Activity B,2020-06-27 15:21:27:566,Doretta,normal,normal,"-"
8,3,Activity C,2020-06-27 16:12:43:778,Brant,normal,normal,"-"
8,4,Activity D,2020-06-27 17:01:51:291,Lourdes,normal,normal,"-"
8,5,Activity E,2020-06-27 17:47:13:980,Paul,normal,normal,"-"
8,6,Activity T,2020-06-27 18:33:32:663,Ryan,normal,normal,"-"
8,7,Activity F,2020-06-27 19:18:46:956,Lisa,normal,normal,"-"
8,8,■,,,,,""
9,0,▶,,,,,""
9,1,Activity A,2020-06-27 14:37:10:267,Sherlene,normal,normal,"-"
9,2,Activity B,2020-06-27 15:04:37:364,Earl,normal,normal,"-"
9,3,Activity C,2020-06-27 15:57:15:505,James,normal,normal,"-"
9,4,Activity D,2020-06-27 16:29:46:296,Lourdes,normal,normal,"-"
9,5,Activity E,2020-06-27 17:19:13:335,Hugo,normal,normal,"-"
9,6,Activity G,2020-06-27 18:17:30:923,Elisha,normal,normal,"-"
9,7,Activity H,2020-06-27 19:11:45:519,Hoyt,normal,normal,"-"
9,8,Activity I,2020-06-27 19:51:56:808,Jack,normal,normal,"-"
9,9,Activity J,2020-06-27 20:44:37:984,Sonia,normal,normal,"-"
9,10,Activity F,2020-06-27 21:19:53:767,Howard,normal,normal,"-"
9,11,■,,,,,""
10,0,▶,,,,,""
10,1,Activity A,2020-06-27 14:37:20:267,Sherlene,normal,normal,"-"
10,2,Activity B,2020-06-27 14:56:56:216,Earl,normal,normal,"-"
10,3,Activity C,2020-06-27 15:42:33:990,Brant,normal,normal,"-"
10,4,Activity D,2020-06-27 16:24:58:471,Lourdes,normal,normal,"-"
10,5,Activity E,2020-06-27 16:59:44:723,Tiffiny,normal,normal,"-"
10,6,Activity K,2020-06-27 17:48:10:043,Rossana,normal,normal,"-"
10,7,Activity R,2020-06-27 18:29:29:763,Carmella,normal,normal,"-"
10,8,Activity S,2020-06-27 19:00:35:371,Velda,normal,normal,"-"
10,9,Activity L,2020-06-27 20:00:23:928,Amanda,normal,normal,"-"
10,10,Activity F,2020-06-27 20:45:50:461,Emily,normal,normal,"-"
10,11,■,,,,,""
11,0,▶,,,,,""
11,1,Activity A,2020-06-27 14:37:30:267,Sherlene,normal,normal,"-"
11,2,Activity B,2020-06-27 15:22:53:608,Earl,normal,normal,"-"
11,3,Activity C,2020-06-27 16:11:50:169,James,normal,normal,"-"
11,4,Activity D,2020-06-27 16:41:57:046,Lourdes,normal,normal,"-"
11,5,Activity E,2020-06-27 17:31:15:542,Gema,normal,normal,"-"
11,6,Activity K,2020-06-27 18:16:24:407,Pam,normal,normal,"-"
11,7,Activity M,2020-06-27 19:06:57:162,Issac,normal,normal,"-"
11,8,Activity N,2020-06-27 19:27:10:702,Sonia,normal,normal,"-"
11,9,Activity L,2020-06-27 20:26:27:809,Keven,normal,normal,"-"
11,10,Activity F,2020-06-27 21:11:00:792,Howard,normal,normal,"-"
11,11,■,,,,,""
12,0,▶,,,,,""
12,1,Activity A,2020-06-27 14:37:40:267,Sherlene,normal,normal,"-"
12,2,Activity B,2020-06-27 15:08:29:131,Earl,normal,normal,"-"
12,3,Activity C,2020-06-27 16:00:27:476,Brant,normal,normal,"-"
12,4,Activity D,2020-06-27 16:40:43:926,Lourdes,normal,normal,"-"
12,5,Activity E,2020-06-27 17:15:51:231,Hugo,normal,normal,"-"
12,6,Activity G,2020-06-27 18:01:29:504,Elisha,normal,normal,"-"
12,7,Activity H,2020-06-27 18:37:28:185,James,normal,normal,"-"
12,8,Activity I,2020-06-27 19:27:56:676,Jack,normal,normal,"-"
12,9,Activity J,2020-06-27 20:18:12:320,Sonia,normal,normal,"-"
12,10,Activity F,2020-06-27 20:56:35:019,Howard,normal,normal,"-"
12,11,■,,,,,""
13,0,▶,,,,,""
13,1,Activity A,2020-06-27 14:37:50:267,Sherlene,normal,normal,"-"
13,2,Activity B,2020-06-27 15:31:38:035,Earl,normal,normal,"-"
13,3,Activity C,2020-06-27 16:28:35:678,James,normal,normal,"-"
13,4,Activity D,2020-06-27 17:21:10:529,Lourdes,normal,normal,"-"
13,5,Activity E,2020-06-27 18:05:40:203,Hugo,normal,normal,"-"
13,6,Activity G,2020-06-27 19:03:53:723,Elisha,normal,normal,"-"
13,7,Activity H,2020-06-27 19:47:30:408,James,normal,normal,"-"
13,8,Activity I,2020-06-27 20:46:30:336,Jack,normal,normal,"-"
13,9,Activity J,2020-06-27 21:38:54:465,Sonia,normal,normal,"-"
13,10,Activity F,2020-06-27 22:17:51:402,Howard,normal,normal,"-"
13,11,■,,,,,""
14,0,▶,,,,,""
14,1,Activity A,2020-06-27 14:38:00:267,Sherlene,normal,normal,"-"
14,2,Activity B,2020-06-27 14:57:43:234,Earl,normal,normal,"-"
14,3,Activity C,2020-06-27 15:45:36:327,Brant,normal,normal,"-"
14,4,Activity D,2020-06-27 16:36:41:621,Lourdes,normal,normal,"-"
14,5,Activity E,2020-06-27 17:25:04:845,Hugo,normal,normal,"-"
14,6,Activity G,2020-06-27 18:23:12:621,Elisha,normal,normal,"-"
14,7,Activity H,2020-06-27 18:54:44:216,Hoyt,normal,normal,"-"
14,8,Activity I,2020-06-27 19:46:55:442,Jack,normal,normal,"-"
14,9,Activity J,2020-06-27 20:41:49:084,Sonia,normal,normal,"-"
14,10,Activity F,2020-06-27 21:39:46:867,Howard,normal,normal,"-"
14,11,■,,,,,""
15,0,▶,,,,,""
15,1,Activity A,2020-06-27 14:38:10:267,Sherlene,normal,normal,"-"
15,2,Activity B,2020-06-27 15:14:19:942,Earl,normal,normal,"-"
15,3,Activity C,2020-06-27 16:03:01:033,James,normal,normal,"-"
15,4,Activity D,2020-06-27 16:59:59:104,Lourdes,normal,normal,"-"
15,5,Activity E,2020-06-27 17:26:46:119,Gema,normal,normal,"-"
15,6,Activity K,2020-06-27 18:19:42:612,Pam,normal,normal,"-"
15,7,Activity M,2020-06-27 19:02:01:752,Issac,normal,normal,"-"
15,8,Activity N,2020-06-27 19:34:59:383,Sonia,normal,normal,"-"
15,9,Activity L,2020-06-27 20:33:31:245,Jack,normal,normal,"-"
15,10,Activity F,2020-06-27 21:10:05:116,Howard,normal,normal,"-"
15,11,■,,,,,""
16,0,▶,,,,,""
16,1,Activity A,2020-06-27 14:38:20:267,Sherlene,normal,normal,"-"
16,2,Activity B,2020-06-27 15:15:07:142,Doretta,normal,normal,"-"
16,3,Activity C,2020-06-27 16:12:01:084,Donald,normal,normal,"-"
16,4,Activity D,2020-06-27 17:05:26:872,Lourdes,normal,normal,"-"
16,5,Activity E,2020-06-27 17:30:25:713,Della,normal,normal,"-"
16,6,Activity K,2020-06-27 18:28:53:748,Pam,normal,normal,"-"
16,7,Activity M,2020-06-27 19:13:40:650,Issac,normal,normal,"-"
16,8,Activity N,2020-06-27 19:36:00:861,Sonia,normal,normal,"-"
16,9,Activity L,2020-06-27 20:31:03:261,Ling,normal,normal,"-"
16,10,Activity F,2020-06-27 21:28:37:295,Howard,normal,normal,"-"
16,11,■,,,,,""
17,0,▶,,,,,""
17,1,Activity A,2020-06-27 14:38:30:267,Sherlene,normal,normal,"-"
17,2,Activity B,2020-06-27 15:12:41:753,Doretta,normal,normal,"-"
17,3,Activity C,2020-06-27 16:02:36:763,James,normal,normal,"-"
17,4,Activity D,2020-06-27 16:38:28:692,Lourdes,normal,normal,"-"
17,5,Activity E,2020-06-27 17:07:44:985,Della,normal,normal,"-"
17,6,Activity T,2020-06-27 18:07:18:598,Ryan,normal,normal,"-"
17,7,Activity F,2020-06-27 19:03:06:011,Lisa,normal,normal,"-"
17,8,■,,,,,""
18,0,▶,,,,,""
18,1,Activity A,2020-06-27 14:38:40:267,Sherlene,normal,normal,"-"
18,2,Activity B,2020-06-27 15:19:29:260,Doretta,normal,normal,"-"
18,3,Activity C,2020-06-27 16:12:45:729,Brant,normal,normal,"-"
