case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,,,,,""
1,1,Activity A,2020-06-27 14:34:30:632,Micheline,normal,normal,"-"
1,2,Activity T,2020-06-27 15:05:58:170,Steve,normal,normal,"-"
1,3,Activity AC,2020-06-27 15:55:15:224,Ling,normal,normal,"-"
1,4,Activity AE,2020-06-27 16:51:56:795,Amanda,normal,normal,"-"
1,5,Activity AD,2020-06-27 17:42:00:709,Emily,normal,normal,"-"
1,6,Activity U,2020-06-27 18:27:43:442,Junior,normal,normal,"-"
1,7,Activity B,2020-06-27 19:05:13:357,Rossie,normal,normal,"-"
1,8,■,,,,,""
2,0,▶,,,,,""
2,1,Activity A,2020-06-27 14:34:40:632,Joe,normal,normal,"-"
2,2,Activity BC,2020-06-27 15:09:53:239,Micheline,normal,normal,"-"
2,3,Activity B,2020-06-27 15:57:28:634,Deloras,normal,normal,"-"
2,4,■,,,,,""
3,0,▶,,,,,""
3,1,Activity A,2020-06-27 14:34:50:632,Sharee,normal,normal,"-"
3,2,Activity BZ,2020-06-27 15:18:03:375,Frances,normal,normal,"-"
3,3,Activity B,2020-06-27 16:17:10:141,Steve,normal,normal,"-"
3,4,■,,,,,""
4,0,▶,,,,,""
4,1,Activity A,2020-06-27 14:35:00:632,Seth,normal,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Seth'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Tiffiny'}}]}"
4,2,Activity BC,2020-06-27 15:29:21:493,Micheline,normal,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Seth'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Tiffiny'}}]}"
4,3,Activity B,2020-06-27 16:19:15:037,Tiffiny,normal,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Seth'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Tiffiny'}}]}"
4,4,Activity A,2020-06-27 16:53:29:693,Seth,normal,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Seth'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Tiffiny'}}]}"
4,5,Activity BC,2020-06-27 17:52:29:068,Micheline,normal,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Seth'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Tiffiny'}}]}"
4,6,Activity B,2020-06-27 18:43:17:866,Tiffiny,normal,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Seth'}}, {'name': 'Activity BC', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Tiffiny'}}]}"
4,7,■,,,,,""
5,0,▶,,,,,""
5,1,Activity A,2020-06-27 14:35:10:632,Sharee,normal,normal,"-"
5,2,Activity BZ,2020-06-27 14:55:38:516,Issac,normal,normal,"-"
5,3,Activity B,2020-06-27 15:47:23:686,Elisha,normal,normal,"-"
5,4,■,,,,,""
6,0,▶,,,,,""
6,1,Activity A,2020-06-27 14:35:20:632,Joe,normal,normal,"-"
6,2,Activity BC,2020-06-27 14:53:59:533,Micheline,normal,normal,"-"
6,3,Activity B,2020-06-27 15:39:05:494,Tiffiny,normal,normal,"-"
6,4,■,,,,,""
7,0,▶,,,,,""
