case_id,event_position,activity_name,timestamp,user,label,anomaly_type,anomaly_description
1,0,▶,,▶,normal,-,-
1,1,Activity A,,Della,normal,-,-
1,2,Activity N,,Roy,normal,-,-
1,3,Activity AE,,Hoyt,normal,-,-
1,4,Activity AF,,Rossie,normal,-,-
1,5,Activity O,,Junior,normal,-,-
1,6,Activity B,,Deloras,normal,-,-
1,7,■,,■,normal,-,-
2,0,▶,,▶,normal,-,-
2,1,Activity A,,Alyce,normal,-,-
2,2,Activity N,,Wilton,normal,-,-
2,3,Activity Y,,Lourdes,normal,-,-
2,4,Activity AD,,Brant,normal,-,-
2,5,Activity Z,,Michaele,normal,-,-
2,6,Activity O,,Keven,normal,-,-
2,7,Activity B,,Grayce,normal,-,-
2,8,■,,■,normal,-,-
3,0,▶,,▶,normal,-,-
3,1,Activity A,,Della,normal,-,-
3,2,Activity N,,Earl,normal,-,-
3,3,Activity P,,Emily,normal,-,-
3,4,Activity Q,,Della,normal,-,-
3,5,Activity O,,Charles,normal,-,-
3,6,Activity B,,Brian,normal,-,-
3,7,■,,■,normal,-,-
4,0,▶,,▶,normal,-,-
4,1,Activity A,,Della,normal,-,-
4,2,Activity N,,Brant,normal,-,-
4,3,Activity R,,Sherell,normal,-,-
4,4,Activity U,,Ling,normal,-,-
4,5,Activity S,,Vickie,normal,-,-
4,6,Activity O,,Lucy,normal,-,-
4,7,Activity B,,Melany,normal,-,-
4,8,■,,■,normal,-,-
5,0,▶,,▶,normal,-,-
5,1,Activity A,,Alyce,normal,-,-
5,2,Activity N,,Brant,normal,-,-
5,3,Activity AG,,Sandra,normal,-,-
5,4,Activity AH,,Jamika,normal,-,-
5,5,Activity O,,Howard,normal,-,-
5,6,Activity B,,Deloras,normal,-,-
5,7,■,,■,normal,-,-
6,0,▶,,▶,normal,-,-
6,1,Activity A,,Della,normal,-,-
6,2,Activity N,,Roy,normal,-,-
6,3,Activity AE,,Hoyt,normal,-,-
6,4,Activity AF,,Rossie,normal,-,-
6,5,Activity O,,Jamika,normal,-,-
6,6,Activity B,,Gema,normal,-,-
6,7,■,,■,normal,-,-
7,0,▶,,▶,normal,-,-
7,1,Activity A,,Della,normal,-,-
7,2,Activity N,,Hassie,normal,-,-
7,3,Activity AG,,Sandra,normal,-,-
7,4,Activity AH,,Jamika,normal,-,-
7,5,Activity O,,Howard,normal,-,-
7,6,Activity B,,Grayce,normal,-,-
7,7,■,,■,normal,-,-
8,0,▶,,▶,normal,-,-
8,1,Activity A,,Della,normal,-,-
8,2,Activity N,,Brant,normal,-,-
8,3,Activity AG,,Sandra,normal,-,-
8,4,Activity AH,,Jamika,normal,-,-
8,5,Activity O,,Howard,normal,-,-
8,6,Activity B,,Deloras,normal,-,-
8,7,■,,■,normal,-,-
9,0,▶,,▶,normal,-,-
9,1,Activity A,,Della,normal,-,-
9,2,Activity N,,Brant,normal,-,-
9,3,Activity AG,,Sandra,normal,-,-
9,4,Activity AH,,Jamika,normal,-,-
9,5,Activity O,,Howard,normal,-,-
9,6,Activity B,,Deloras,normal,-,-
9,7,■,,■,normal,-,-
10,0,▶,,▶,normal,-,-
10,1,Activity A,,Della,normal,-,-
10,2,Activity N,,Doretta,normal,-,-
10,3,Activity R,,Sherell,normal,-,-
10,4,Activity U,,Ling,normal,-,-
10,5,Activity S,,Vickie,normal,-,-
10,6,Activity O,,Hoyt,normal,-,-
10,7,Activity B,,Deloras,normal,-,-
10,8,■,,■,normal,-,-
11,0,▶,,▶,normal,-,-
11,1,Activity A,,Della,normal,-,-
11,2,Activity N,,Brant,normal,-,-
11,3,Activity R,,Carmella,normal,-,-
11,4,Activity U,,Ling,normal,-,-
11,5,Activity S,,Vickie,normal,-,-
11,6,Activity O,,Junior,normal,-,-
11,7,Activity B,,Tiffiny,normal,-,-
11,8,■,,■,normal,-,-
12,0,▶,,▶,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}]}"
12,1,Activity A,,Della,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}]}"
12,2,Activity N,,Jimmy,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}]}"
12,3,Activity AG,,Sandra,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}]}"
12,4,Activity AH,,Jamika,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}]}"
12,5,Activity O,,Howard,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}]}"
12,6,Activity B,,Deloras,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}]}"
12,7,Activity N,,Jimmy,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}]}"
12,8,Activity AG,,Sandra,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}]}"
12,9,■,,■,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}]}"
13,0,▶,,▶,normal,-,-
13,1,Activity A,,Alyce,normal,-,-
13,2,Activity N,,Roy,normal,-,-
13,3,Activity AE,,Hoyt,normal,-,-
13,4,Activity AF,,Rossie,normal,-,-
13,5,Activity O,,Jamika,normal,-,-
13,6,Activity B,,Melany,normal,-,-
13,7,■,,■,normal,-,-
14,0,▶,,▶,normal,-,-
14,1,Activity A,,Della,normal,-,-
14,2,Activity N,,Roseanne,normal,-,-
14,3,Activity P,,James,normal,-,-
14,4,Activity Q,,Della,normal,-,-
14,5,Activity O,,Hugo,normal,-,-
14,6,Activity B,,Melany,normal,-,-
14,7,■,,■,normal,-,-
15,0,▶,,▶,normal,-,-
15,1,Activity A,,Della,normal,-,-
15,2,Activity N,,Hoyt,normal,-,-
15,3,Activity R,,Vickie,normal,-,-
15,4,Activity X,,Johnny,normal,-,-
15,5,Activity S,,Grayce,normal,-,-
15,6,Activity O,,Jamika,normal,-,-
15,7,Activity B,,Gema,normal,-,-
15,8,■,,■,normal,-,-
16,0,▶,,▶,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
16,1,Activity A,,Della,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
16,2,Activity N,,Brant,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
16,3,Activity AG,,Sandra,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
16,4,Activity AH,,Jamika,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
16,5,Activity O,,Howard,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
16,6,Activity B,,Deloras,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
16,7,Activity AH,,Jamika,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
16,8,Activity O,,Howard,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
16,9,■,,■,anomalous,Rework,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
17,0,▶,,▶,normal,-,-
17,1,Activity A,,Della,normal,-,-
17,2,Activity N,,Alyce,normal,-,-
17,3,Activity AE,,Hoyt,normal,-,-
17,4,Activity AF,,Rossie,normal,-,-
17,5,Activity O,,Hoyt,normal,-,-
17,6,Activity B,,Tiffiny,normal,-,-
17,7,■,,■,normal,-,-
18,0,▶,,▶,normal,-,-
18,1,Activity A,,Della,normal,-,-
18,2,Activity N,,Hoyt,normal,-,-
18,3,Activity R,,Carmella,normal,-,-
18,4,Activity T,,Iluminada,normal,-,-
18,5,Activity S,,Sandra,normal,-,-
18,6,Activity O,,Shandi,normal,-,-
18,7,Activity B,,Grayce,normal,-,-
18,8,■,,■,normal,-,-
19,0,▶,,▶,normal,-,-
19,1,Activity A,,Della,normal,-,-
19,2,Activity N,,Roy,normal,-,-
19,3,Activity AE,,Hoyt,normal,-,-
19,4,Activity AF,,Rossie,normal,-,-
19,5,Activity O,,Junior,normal,-,-
19,6,Activity B,,Grayce,normal,-,-
19,7,■,,■,normal,-,-
20,0,▶,,▶,normal,-,-
20,1,Activity A,,Della,normal,-,-
20,2,Activity N,,Doretta,normal,-,-
20,3,Activity R,,Carmella,normal,-,-
20,4,Activity T,,Iluminada,normal,-,-
20,5,Activity S,,Sandra,normal,-,-
20,6,Activity O,,Keven,normal,-,-
20,7,Activity B,,Deloras,normal,-,-
20,8,■,,■,normal,-,-
21,0,▶,,▶,normal,-,-
21,1,Activity A,,Alyce,normal,-,-
21,2,Activity N,,Brant,normal,-,-
21,3,Activity R,,Hassie,normal,-,-
21,4,Activity T,,Iluminada,normal,-,-
21,5,Activity S,,Elisha,normal,-,-
21,6,Activity O,,Frances,normal,-,-
21,7,Activity B,,Melany,normal,-,-
21,8,■,,■,normal,-,-
22,0,▶,,▶,normal,-,-
22,1,Activity A,,Della,normal,-,-
22,2,Activity N,,Roy,normal,-,-
22,3,Activity AE,,Hoyt,normal,-,-
22,4,Activity AF,,Rossie,normal,-,-
22,5,Activity O,,Junior,normal,-,-
22,6,Activity B,,Deloras,normal,-,-
22,7,■,,■,normal,-,-
23,0,▶,,▶,normal,-,-
23,1,Activity A,,Alyce,normal,-,-
23,2,Activity N,,Brant,normal,-,-
23,3,Activity R,,Issac,normal,-,-
23,4,Activity X,,Michaele,normal,-,-
23,5,Activity S,,Craig,normal,-,-
23,6,Activity O,,Frances,normal,-,-
23,7,Activity B,,Melany,normal,-,-
23,8,■,,■,normal,-,-
24,0,▶,,▶,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Charles'}}]}"
24,1,Activity A,,Alyce,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Charles'}}]}"
24,2,Activity N,,Roseanne,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Charles'}}]}"
24,3,Activity P,,James,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Charles'}}]}"
24,4,Activity Q,,Della,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Charles'}}]}"
24,5,Activity O,,Charles,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Charles'}}]}"
24,6,Activity B,,Brian,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Charles'}}]}"
24,7,Activity P,,James,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Charles'}}]}"
24,8,Activity Q,,Della,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Charles'}}]}"
24,9,Activity O,,Charles,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Charles'}}]}"
24,10,■,,■,anomalous,Rework,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'James'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Charles'}}]}"
25,0,▶,,▶,normal,-,-
25,1,Activity A,,Della,normal,-,-
25,2,Activity N,,Brant,normal,-,-
25,3,Activity AG,,Sandra,normal,-,-
25,4,Activity AH,,Jamika,normal,-,-
25,5,Activity O,,Howard,normal,-,-
25,6,Activity B,,Grayce,normal,-,-
25,7,■,,■,normal,-,-
26,0,▶,,▶,normal,-,-
26,1,Activity A,,Della,normal,-,-
26,2,Activity N,,Roy,normal,-,-
26,3,Activity AE,,Hoyt,normal,-,-
26,4,Activity AF,,Rossie,normal,-,-
26,5,Activity O,,Hoyt,normal,-,-
26,6,Activity B,,Grayce,normal,-,-
26,7,■,,■,normal,-,-
27,0,▶,,▶,anomalous,Rework,"{'size': 3, 'start': 5, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}]}"
27,1,Activity A,,Della,anomalous,Rework,"{'size': 3, 'start': 5, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}]}"
27,2,Activity N,,Jimmy,anomalous,Rework,"{'size': 3, 'start': 5, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}]}"
27,3,Activity AG,,Sandra,anomalous,Rework,"{'size': 3, 'start': 5, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}]}"
27,4,Activity AH,,Jamika,anomalous,Rework,"{'size': 3, 'start': 5, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}]}"
27,5,Activity O,,Howard,anomalous,Rework,"{'size': 3, 'start': 5, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}]}"
27,6,Activity N,,Jimmy,anomalous,Rework,"{'size': 3, 'start': 5, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}]}"
27,7,Activity AG,,Sandra,anomalous,Rework,"{'size': 3, 'start': 5, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}]}"
27,8,Activity AH,,Jamika,anomalous,Rework,"{'size': 3, 'start': 5, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}]}"
27,9,Activity B,,Deloras,anomalous,Rework,"{'size': 3, 'start': 5, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jimmy'}}, {'name': 'Activity AG', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity AH', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jamika'}}]}"
