case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,,,,,""
1,1,Activity A,2020-06-27 17:04:43:331,Micheline,normal,normal,"-"
1,2,Activity T,2020-06-27 17:52:21:633,Steve,normal,normal,"-"
1,3,Activity AC,2020-06-27 18:39:44:778,Ling,normal,normal,"-"
1,4,Activity AE,2020-06-27 19:22:23:984,Amanda,normal,normal,"-"
1,5,Activity AD,2020-06-27 20:00:39:878,Emily,normal,normal,"-"
1,6,Activity U,2020-06-27 20:46:49:186,Junior,normal,normal,"-"
1,7,Activity B,2020-06-27 21:33:07:704,Rossie,normal,normal,"-"
1,8,■,,,,,""
2,0,▶,,,,,""
2,1,Activity A,2020-06-27 17:04:53:331,Joe,normal,normal,"-"
2,2,Activity BC,2020-06-27 17:23:51:626,Micheline,normal,normal,"-"
2,3,Activity B,2020-06-27 18:16:40:292,Deloras,normal,normal,"-"
2,4,■,,,,,""
3,0,▶,,,,,""
3,1,Activity A,2020-06-27 17:05:03:331,Sharee,normal,normal,"-"
3,2,Activity BZ,2020-06-27 17:58:31:533,Frances,normal,normal,"-"
3,3,Activity B,2020-06-27 18:51:39:321,Steve,normal,normal,"-"
3,4,■,,,,,""
4,0,▶,,,,,""
4,1,Activity BC,2020-06-27 17:05:13:331,Micheline,normal,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
4,2,Activity A,2020-06-27 17:29:20:329,Seth,normal,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
4,3,Activity B,2020-06-27 18:20:49:093,Tiffiny,normal,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
4,4,■,,,,,""
5,0,▶,,,,,""
5,1,Activity A,2020-06-27 17:05:23:331,Sharee,normal,normal,"-"
5,2,Activity BZ,2020-06-27 18:01:21:936,Issac,normal,normal,"-"
5,3,Activity B,2020-06-27 18:58:04:873,Elisha,normal,normal,"-"
5,4,■,,,,,""
6,0,▶,,,,,""
6,1,Activity A,2020-06-27 17:05:33:331,Joe,normal,normal,"-"
6,2,Activity BC,2020-06-27 17:36:28:093,Micheline,normal,normal,"-"
6,3,Activity B,2020-06-27 18:29:35:378,Tiffiny,normal,normal,"-"
6,4,■,,,,,""
7,0,▶,,,,,""
7,1,Activity A,2020-06-27 17:05:43:331,Carmella,normal,normal,"-"
7,2,Activity BC,2020-06-27 17:35:11:336,Micheline,normal,normal,"-"
7,3,Activity B,2020-06-27 18:25:57:640,Tiffiny,normal,normal,"-"
7,4,■,,,,,""
8,0,▶,,,,,""
8,1,Activity A,2020-06-27 17:05:53:331,Amanda,normal,normal,"-"
8,2,Activity C,2020-06-27 17:40:45:457,Lisa,normal,normal,"-"
8,3,Activity E,2020-06-27 18:33:10:190,Donald,normal,normal,"-"
8,4,Activity F,2020-06-27 19:20:32:888,Keven,normal,normal,"-"
8,5,Activity D,2020-06-27 19:55:49:885,James,normal,normal,"-"
8,6,Activity S,2020-06-27 20:52:02:727,Hoyt,normal,normal,"-"
8,7,Activity B,2020-06-27 21:29:15:032,Tiffiny,normal,normal,"-"
8,8,■,,,,,""
9,0,▶,,,,,""
9,1,Activity A,2020-06-27 17:06:03:331,Micheline,normal,normal,"-"
9,2,Activity T,2020-06-27 17:23:30:737,Steve,normal,normal,"-"
9,3,Activity AC,2020-06-27 18:23:29:055,Lucy,normal,normal,"-"
9,4,Activity AE,2020-06-27 19:17:18:599,Amanda,normal,normal,"-"
9,5,Activity AD,2020-06-27 19:50:01:303,Emily,normal,normal,"-"
9,6,Activity U,2020-06-27 20:41:06:214,Hannah,normal,normal,"-"
9,7,Activity B,2020-06-27 21:22:12:601,Ronald,normal,normal,"-"
9,8,■,,,,,""
10,0,▶,,,,,""
10,1,Activity A,2020-06-27 17:06:13:331,Doretta,normal,normal,"-"
10,2,Activity C,2020-06-27 17:53:11:380,Seth,normal,normal,"-"
10,3,Activity L,2020-06-27 18:44:49:203,Pam,normal,normal,"-"
10,4,Activity N,2020-06-27 19:20:36:224,Paul,normal,normal,"-"
10,5,Activity M,2020-06-27 19:52:00:158,Jack,normal,normal,"-"
10,6,Activity D,2020-06-27 20:41:22:100,Sandra,normal,normal,"-"
10,7,Activity S,2020-06-27 21:13:25:764,Gema,normal,normal,"-"
10,8,Activity B,2020-06-27 21:33:42:929,Ronald,normal,normal,"-"
10,9,■,,,,,""
11,0,▶,,,,,""
11,1,Activity A,2020-06-27 17:06:23:331,Amanda,normal,normal,"-"
11,2,Activity C,2020-06-27 17:36:26:666,Vickie,normal,normal,"-"
11,3,Activity L,2020-06-27 18:31:42:976,Lisa,normal,normal,"-"
