case_id,event_position,activity_name,timestamp,user,label,anomaly_type,anomaly_description
1,0,▶,,▶,normal,-,-
1,1,Activity A,,Velda,normal,-,-
1,2,Activity AI,,Sharee,normal,-,-
1,3,Activity AL,,Rossana,normal,-,-
1,4,Activity AM,,Marilyn,normal,-,-
1,5,Activity AN,,Vickie,normal,-,-
1,6,Activity AO,,Jack,normal,-,-
1,7,Activity AJ,,Donald,normal,-,-
1,8,Activity B,,Alyce,normal,-,-
1,9,■,,■,normal,-,-
2,0,▶,,▶,normal,-,-
2,1,Activity A,,Micheline,normal,-,-
2,2,Activity L,,Howard,normal,-,-
2,3,Activity N,,Issac,normal,-,-
2,4,Activity M,,Steve,normal,-,-
2,5,Activity R,,Brant,normal,-,-
2,6,Activity AC,,Steve,normal,-,-
2,7,Activity AH,,Howard,normal,-,-
2,8,Activity AD,,Craig,normal,-,-
2,9,Activity S,,Lannie,normal,-,-
2,10,Activity B,,Micheline,normal,-,-
2,11,■,,■,normal,-,-
3,0,▶,,▶,normal,-,-
3,1,Activity A,,Ronald,normal,-,-
3,2,Activity AI,,Pam,normal,-,-
3,3,Activity AP,,Chan,normal,-,-
3,4,Activity AQ,,Jamika,normal,-,-
3,5,Activity AR,,Jack,normal,-,-
3,6,Activity AS,,Anna,normal,-,-
3,7,Activity AJ,,Ling,normal,-,-
3,8,Activity B,,Brant,normal,-,-
3,9,■,,■,normal,-,-
4,0,▶,,▶,normal,-,-
4,1,Activity A,,Steve,normal,-,-
4,2,Activity C,,Hannah,normal,-,-
4,3,Activity D,,Hugo,normal,-,-
4,4,Activity E,,Lannie,normal,-,-
4,5,Activity H,,James,normal,-,-
4,6,Activity F,,Sandra,normal,-,-
4,7,Activity J,,Grayce,normal,-,-
4,8,Activity K,,Issac,normal,-,-
4,9,Activity B,,Alyce,normal,-,-
4,10,■,,■,normal,-,-
5,0,▶,,▶,normal,-,-
5,1,Activity A,,Micheline,normal,-,-
5,2,Activity L,,Howard,normal,-,-
5,3,Activity N,,Issac,normal,-,-
5,4,Activity M,,Steve,normal,-,-
5,5,Activity R,,Amanda,normal,-,-
5,6,Activity W,,Chan,normal,-,-
5,7,Activity AB,,Junior,normal,-,-
5,8,Activity X,,Ryan,normal,-,-
5,9,Activity S,,Keven,normal,-,-
5,10,Activity B,,Hoyt,normal,-,-
5,11,■,,■,normal,-,-
6,0,▶,,▶,normal,-,-
6,1,Activity A,,Steve,normal,-,-
6,2,Activity C,,Hannah,normal,-,-
6,3,Activity D,,Hugo,normal,-,-
6,4,Activity E,,Brant,normal,-,-
6,5,Activity G,,Alpha,normal,-,-
6,6,Activity F,,Jimmy,normal,-,-
6,7,Activity J,,Tiffiny,normal,-,-
6,8,Activity K,,Sherell,normal,-,-
6,9,Activity B,,Alyce,normal,-,-
6,10,■,,■,normal,-,-
7,0,▶,,▶,normal,-,-
7,1,Activity A,,Ronald,normal,-,-
7,2,Activity AI,,Pam,normal,-,-
7,3,Activity AP,,Chan,normal,-,-
7,4,Activity AQ,,Jamika,normal,-,-
7,5,Activity AR,,Lucy,normal,-,-
7,6,Activity AS,,Josef,normal,-,-
7,7,Activity AJ,,Donald,normal,-,-
7,8,Activity B,,Alyce,normal,-,-
7,9,■,,■,normal,-,-
8,0,▶,,▶,normal,-,-
8,1,Activity A,,Doretta,normal,-,-
8,2,Activity C,,Hannah,normal,-,-
8,3,Activity D,,Hugo,normal,-,-
8,4,Activity E,,Lannie,normal,-,-
8,5,Activity H,,Josef,normal,-,-
8,6,Activity F,,Sandra,normal,-,-
8,7,Activity J,,Tiffiny,normal,-,-
8,8,Activity K,,Ryan,normal,-,-
8,9,Activity B,,Alyce,normal,-,-
8,10,■,,■,normal,-,-
9,0,▶,,▶,normal,-,-
9,1,Activity A,,Micheline,normal,-,-
9,2,Activity L,,Howard,normal,-,-
9,3,Activity N,,Ryan,normal,-,-
9,4,Activity M,,Steve,normal,-,-
9,5,Activity R,,Melany,normal,-,-
9,6,Activity V,,Jimmy,normal,-,-
9,7,Activity S,,Sonia,normal,-,-
9,8,Activity B,,Alyce,normal,-,-
9,9,■,,■,normal,-,-
10,0,▶,,▶,normal,-,-
10,1,Activity A,,Micheline,normal,-,-
10,2,Activity L,,Donald,normal,-,-
10,3,Activity P,,Deloras,normal,-,-
10,4,Activity Q,,Donald,normal,-,-
10,5,Activity M,,Howard,normal,-,-
10,6,Activity R,,Joe,normal,-,-
10,7,Activity AC,,Roseanne,normal,-,-
10,8,Activity AF,,Gema,normal,-,-
10,9,Activity AD,,Ling,normal,-,-
10,10,Activity S,,Jack,normal,-,-
10,11,Activity B,,Alyce,normal,-,-
10,12,■,,■,normal,-,-
11,0,▶,,▶,normal,-,-
11,1,Activity A,,Ronald,normal,-,-
11,2,Activity AI,,Lisa,normal,-,-
11,3,Activity AL,,Rossana,normal,-,-
11,4,Activity AM,,Marilyn,normal,-,-
11,5,Activity AN,,Vickie,normal,-,-
11,6,Activity AO,,Evelin,normal,-,-
11,7,Activity AJ,,Charles,normal,-,-
11,8,Activity B,,Brant,normal,-,-
11,9,■,,■,normal,-,-
12,0,▶,,▶,normal,-,-
12,1,Activity A,,Velda,normal,-,-
12,2,Activity AI,,Pam,normal,-,-
12,3,Activity AP,,Chan,normal,-,-
12,4,Activity AQ,,Jamika,normal,-,-
12,5,Activity AR,,Lucy,normal,-,-
12,6,Activity AS,,Clayton,normal,-,-
12,7,Activity AJ,,Ling,normal,-,-
12,8,Activity B,,Brant,normal,-,-
12,9,■,,■,normal,-,-
13,0,▶,,▶,normal,-,-
13,1,Activity A,,Amanda,normal,-,-
13,2,Activity C,,Hannah,normal,-,-
13,3,Activity D,,Hugo,normal,-,-
13,4,Activity E,,Lannie,normal,-,-
13,5,Activity H,,Keven,normal,-,-
13,6,Activity F,,Jimmy,normal,-,-
13,7,Activity J,,Ryan,normal,-,-
13,8,Activity K,,Tiffiny,normal,-,-
13,9,Activity B,,Alyce,normal,-,-
13,10,■,,■,normal,-,-
14,0,▶,,▶,normal,-,-
14,1,Activity A,,Steve,normal,-,-
14,2,Activity C,,Hannah,normal,-,-
14,3,Activity D,,Hugo,normal,-,-
14,4,Activity E,,Keven,normal,-,-
14,5,Activity G,,Issac,normal,-,-
14,6,Activity F,,Jimmy,normal,-,-
14,7,Activity J,,Tiffiny,normal,-,-
14,8,Activity K,,Ryan,normal,-,-
14,9,Activity B,,Alyce,normal,-,-
14,10,■,,■,normal,-,-
15,0,▶,,▶,normal,-,-
15,1,Activity A,,Amanda,normal,-,-
15,2,Activity C,,Hannah,normal,-,-
15,3,Activity D,,Hugo,normal,-,-
15,4,Activity E,,Lannie,normal,-,-
15,5,Activity H,,Josef,normal,-,-
15,6,Activity F,,Sandra,normal,-,-
15,7,Activity J,,Tiffiny,normal,-,-
15,8,Activity K,,Ryan,normal,-,-
15,9,Activity B,,Alyce,normal,-,-
15,10,■,,■,normal,-,-
16,0,▶,,▶,normal,-,-
16,1,Activity A,,Steve,normal,-,-
16,2,Activity C,,Hannah,normal,-,-
16,3,Activity D,,Hugo,normal,-,-
16,4,Activity E,,Lannie,normal,-,-
16,5,Activity H,,Josef,normal,-,-
16,6,Activity F,,Jimmy,normal,-,-
16,7,Activity J,,Tiffiny,normal,-,-
16,8,Activity K,,Issac,normal,-,-
16,9,Activity B,,Alyce,normal,-,-
16,10,■,,■,normal,-,-
17,0,▶,,▶,normal,-,-
17,1,Activity A,,Ronald,normal,-,-
17,2,Activity AI,,Hannah,normal,-,-
17,3,Activity AP,,Chan,normal,-,-
17,4,Activity AQ,,Jamika,normal,-,-
17,5,Activity AR,,Donald,normal,-,-
17,6,Activity AS,,Clayton,normal,-,-
17,7,Activity AJ,,Charles,normal,-,-
17,8,Activity B,,Brant,normal,-,-
17,9,■,,■,normal,-,-
18,0,▶,,▶,normal,-,-
18,1,Activity A,,Ronald,normal,-,-
18,2,Activity AI,,Sharee,normal,-,-
18,3,Activity AL,,Joe,normal,-,-
18,4,Activity AM,,Marilyn,normal,-,-
18,5,Activity AN,,Vickie,normal,-,-
18,6,Activity AO,,Evelin,normal,-,-
18,7,Activity AJ,,Hoyt,normal,-,-
18,8,Activity B,,Micheline,normal,-,-
18,9,■,,■,normal,-,-
19,0,▶,,▶,normal,-,-
19,1,Activity A,,Steve,normal,-,-
19,2,Activity C,,Hannah,normal,-,-
19,3,Activity D,,Hugo,normal,-,-
19,4,Activity E,,Lannie,normal,-,-
19,5,Activity H,,Josef,normal,-,-
19,6,Activity F,,Jimmy,normal,-,-
19,7,Activity J,,Ryan,normal,-,-
19,8,Activity K,,Deloras,normal,-,-
19,9,Activity B,,Alyce,normal,-,-
19,10,■,,■,normal,-,-
20,0,▶,,▶,normal,-,-
20,1,Activity A,,Ronald,normal,-,-
20,2,Activity AI,,Sharee,normal,-,-
20,3,Activity AL,,Rossana,normal,-,-
20,4,Activity AM,,Marilyn,normal,-,-
20,5,Activity AN,,Vickie,normal,-,-
20,6,Activity AO,,Evelin,normal,-,-
20,7,Activity AJ,,Ling,normal,-,-
20,8,Activity B,,Micheline,normal,-,-
20,9,■,,■,normal,-,-
21,0,▶,,▶,normal,-,-
21,1,Activity A,,Steve,normal,-,-
21,2,Activity C,,Hannah,normal,-,-
21,3,Activity D,,Hugo,normal,-,-
21,4,Activity E,,Howard,normal,-,-
21,5,Activity I,,Johnny,normal,-,-
21,6,Activity F,,Jimmy,normal,-,-
21,7,Activity J,,Tiffiny,normal,-,-
21,8,Activity K,,Ryan,normal,-,-
21,9,Activity B,,Alyce,normal,-,-
21,10,■,,■,normal,-,-
22,0,▶,,▶,normal,-,-
22,1,Activity A,,Velda,normal,-,-
22,2,Activity AI,,Hannah,normal,-,-
22,3,Activity AP,,Chan,normal,-,-
22,4,Activity AQ,,Jamika,normal,-,-
22,5,Activity AR,,Lucy,normal,-,-
22,6,Activity AS,,Clayton,normal,-,-
22,7,Activity AJ,,Vickie,normal,-,-
22,8,Activity B,,Micheline,normal,-,-
22,9,■,,■,normal,-,-
23,0,▶,,▶,normal,-,-
23,1,Activity A,,Velda,normal,-,-
23,2,Activity AI,,Sharee,normal,-,-
23,3,Activity AL,,Rossana,normal,-,-
23,4,Activity AM,,Shandi,normal,-,-
23,5,Activity AN,,Vickie,normal,-,-
23,6,Activity AO,,Jack,normal,-,-
23,7,Activity AJ,,Ling,normal,-,-
23,8,Activity B,,Brant,normal,-,-
23,9,■,,■,normal,-,-
24,0,▶,,▶,normal,-,-
24,1,Activity A,,Micheline,normal,-,-
24,2,Activity L,,Howard,normal,-,-
24,3,Activity N,,Issac,normal,-,-
24,4,Activity M,,Steve,normal,-,-
24,5,Activity R,,Emily,normal,-,-
24,6,Activity T,,Sonia,normal,-,-
24,7,Activity U,,Alyce,normal,-,-
24,8,Activity S,,Steve,normal,-,-
24,9,Activity B,,Alpha,normal,-,-
24,10,■,,■,normal,-,-
25,0,▶,,▶,normal,-,-
25,1,Activity A,,Velda,normal,-,-
25,2,Activity AI,,Sharee,normal,-,-
25,3,Activity AL,,Rossana,normal,-,-
25,4,Activity AM,,Marilyn,normal,-,-
25,5,Activity AN,,Vickie,normal,-,-
25,6,Activity AO,,Evelin,normal,-,-
25,7,Activity AJ,,Ling,normal,-,-
