case_id,event_position,activity_name,timestamp,label,case,anomaly_type,anomaly_description
1,0,▶,,,,,""
1,1,Activity A,2020-06-19 15:54:57:595,normal,small,-,"-"
1,2,Activity B,2020-06-19 16:40:24:528,normal,small,-,"-"
1,3,Activity C,2020-06-19 17:31:02:167,normal,small,-,"-"
1,4,Activity D,2020-06-19 18:14:57:433,normal,small,-,"-"
1,5,Activity E,2020-06-19 18:37:05:334,normal,small,-,"-"
1,6,Activity K,2020-06-19 19:25:49:528,normal,small,-,"-"
1,7,Activity O,2020-06-19 20:01:03:614,normal,small,-,"-"
1,8,Activity P,2020-06-19 20:44:55:179,normal,small,-,"-"
1,9,Activity L,2020-06-19 21:33:27:114,normal,small,-,"-"
1,10,Activity F,2020-06-19 22:06:44:206,normal,small,-,"-"
1,11,■,,,,,""
2,0,▶,,,,,""
2,1,Activity A,2020-06-19 15:55:07:595,normal,small,-,"-"
2,2,Activity B,2020-06-19 16:53:47:130,normal,small,-,"-"
2,3,Activity C,2020-06-19 17:43:59:440,normal,small,-,"-"
2,4,Activity D,2020-06-19 18:35:53:025,normal,small,-,"-"
2,5,Activity E,2020-06-19 18:59:37:667,normal,small,-,"-"
2,6,Activity K,2020-06-19 19:55:11:757,normal,small,-,"-"
2,7,Activity Q,2020-06-19 20:45:02:788,normal,small,-,"-"
2,8,Activity L,2020-06-19 21:29:54:859,normal,small,-,"-"
2,9,Activity F,2020-06-19 22:28:17:160,normal,small,-,"-"
2,10,■,,,,,""
3,0,▶,,,,,""
3,1,Activity A,2020-06-19 15:55:17:595,normal,small,-,"-"
3,2,Activity B,2020-06-19 16:21:22:616,normal,small,-,"-"
3,3,Activity C,2020-06-19 17:13:42:618,normal,small,-,"-"
3,4,Activity D,2020-06-19 17:58:11:410,normal,small,-,"-"
3,5,Activity E,2020-06-19 18:24:11:788,normal,small,-,"-"
3,6,Activity G,2020-06-19 19:23:06:118,normal,small,-,"-"
3,7,Activity H,2020-06-19 20:02:07:686,normal,small,-,"-"
3,8,Activity I,2020-06-19 20:48:57:806,normal,small,-,"-"
3,9,Activity J,2020-06-19 21:47:58:615,normal,small,-,"-"
3,10,Activity F,2020-06-19 22:38:40:147,normal,small,-,"-"
3,11,■,,,,,""
4,0,▶,,,,,""
4,1,Activity A,2020-06-19 15:55:27:595,normal,small,-,"-"
4,2,Activity B,2020-06-19 16:48:03:318,normal,small,-,"-"
4,3,Activity C,2020-06-19 17:33:13:265,normal,small,-,"-"
4,4,Activity D,2020-06-19 18:05:08:481,normal,small,-,"-"
4,5,Activity E,2020-06-19 18:43:43:379,normal,small,-,"-"
4,6,Activity T,2020-06-19 19:29:55:267,normal,small,-,"-"
4,7,Activity F,2020-06-19 20:22:54:951,normal,small,-,"-"
4,8,■,,,,,""
5,0,▶,,,,,""
5,1,Activity A,2020-06-19 15:55:37:595,normal,small,-,"-"
5,2,Activity B,2020-06-19 16:41:22:368,normal,small,-,"-"
5,3,Activity C,2020-06-19 17:34:30:115,normal,small,-,"-"
5,4,Activity D,2020-06-19 18:05:35:936,normal,small,-,"-"
5,5,Activity E,2020-06-19 18:55:46:044,normal,small,-,"-"
5,6,Activity G,2020-06-19 19:44:10:776,normal,small,-,"-"
5,7,Activity H,2020-06-19 20:18:33:403,normal,small,-,"-"
5,8,Activity I,2020-06-19 20:51:54:781,normal,small,-,"-"
5,9,Activity J,2020-06-19 21:42:42:934,normal,small,-,"-"
5,10,Activity F,2020-06-19 22:34:35:363,normal,small,-,"-"
5,11,■,,,,,""
6,0,▶,,,,,""
6,1,Activity A,2020-06-19 15:55:47:595,normal,small,-,"-"
6,2,Activity B,2020-06-19 16:47:35:130,normal,small,-,"-"
6,3,Activity C,2020-06-19 17:39:45:572,normal,small,-,"-"
6,4,Activity D,2020-06-19 18:13:11:087,normal,small,-,"-"
6,5,Activity E,2020-06-19 19:02:24:667,normal,small,-,"-"
6,6,Activity G,2020-06-19 19:52:32:718,normal,small,-,"-"
6,7,Activity H,2020-06-19 20:26:57:389,normal,small,-,"-"
6,8,Activity I,2020-06-19 20:50:02:593,normal,small,-,"-"
6,9,Activity J,2020-06-19 21:44:08:890,normal,small,-,"-"
6,10,Activity F,2020-06-19 22:34:12:957,normal,small,-,"-"
6,11,■,,,,,""
7,0,▶,,,,,""
7,1,Activity A,2020-06-19 15:55:57:595,normal,small,-,"-"
7,2,Activity B,2020-06-19 16:19:52:394,normal,small,-,"-"
7,3,Activity C,2020-06-19 17:08:12:814,normal,small,-,"-"
7,4,Activity D,2020-06-19 17:40:28:322,normal,small,-,"-"
7,5,Activity E,2020-06-19 18:27:43:932,normal,small,-,"-"
7,6,Activity T,2020-06-19 19:16:55:075,normal,small,-,"-"
7,7,Activity F,2020-06-19 19:48:30:252,normal,small,-,"-"
7,8,■,,,,,""
8,0,▶,,,,,""
8,1,Activity A,2020-06-19 15:56:07:595,normal,small,-,"-"
8,2,Activity B,2020-06-19 16:51:57:918,normal,small,-,"-"
8,3,Activity C,2020-06-19 17:49:17:935,normal,small,-,"-"
8,4,Activity D,2020-06-19 18:19:18:300,normal,small,-,"-"
8,5,Activity E,2020-06-19 19:09:29:399,normal,small,-,"-"
8,6,Activity T,2020-06-19 20:02:00:188,normal,small,-,"-"
8,7,Activity F,2020-06-19 21:01:12:728,normal,small,-,"-"
8,8,■,,,,,""
9,0,▶,,,,,""
9,1,Activity A,2020-06-19 15:56:17:595,normal,small,-,"-"
9,2,Activity B,2020-06-19 16:39:27:079,normal,small,-,"-"
9,3,Activity C,2020-06-19 17:36:00:203,normal,small,-,"-"
9,4,Activity D,2020-06-19 18:15:50:272,normal,small,-,"-"
