case_id,event_position,activity_name,timestamp,user,label,anomaly_type,anomaly_description
1,0,▶,,▶,normal,-,-
1,1,Activity A,,Della,normal,-,-
1,2,Activity N,,Roy,normal,-,-
1,3,Activity AE,,Hoyt,normal,-,-
1,4,Activity AF,,Rossie,normal,-,-
1,5,Activity O,,Junior,normal,-,-
1,6,Activity B,,Deloras,normal,-,-
1,7,■,,■,normal,-,-
2,0,▶,,▶,anomalous,Rework,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven'}}]}"
2,1,Activity A,,Alyce,anomalous,Rework,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven'}}]}"
2,2,Activity N,,Wilton,anomalous,Rework,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven'}}]}"
2,3,Activity Y,,Lourdes,anomalous,Rework,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven'}}]}"
2,4,Activity AD,,Brant,anomalous,Rework,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven'}}]}"
2,5,Activity Z,,Michaele,anomalous,Rework,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven'}}]}"
2,6,Activity O,,Keven,anomalous,Rework,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven'}}]}"
2,7,Activity B,,Grayce,anomalous,Rework,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven'}}]}"
2,8,Activity Z,,Michaele,anomalous,Rework,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven'}}]}"
2,9,Activity O,,Keven,anomalous,Rework,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven'}}]}"
2,10,■,,■,anomalous,Rework,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven'}}]}"
3,0,▶,,▶,normal,-,-
3,1,Activity A,,Della,normal,-,-
3,2,Activity N,,Earl,normal,-,-
3,3,Activity P,,Emily,normal,-,-
3,4,Activity Q,,Della,normal,-,-
3,5,Activity O,,Charles,normal,-,-
3,6,Activity B,,Brian,normal,-,-
3,7,■,,■,normal,-,-
4,0,▶,,▶,normal,-,-
4,1,Activity A,,Della,normal,-,-
4,2,Activity N,,Brant,normal,-,-
4,3,Activity R,,Sherell,normal,-,-
4,4,Activity U,,Ling,normal,-,-
4,5,Activity S,,Vickie,normal,-,-
4,6,Activity O,,Lucy,normal,-,-
4,7,Activity B,,Melany,normal,-,-
4,8,■,,■,normal,-,-
5,0,▶,,▶,normal,-,-
5,1,Activity A,,Alyce,normal,-,-
5,2,Activity N,,Brant,normal,-,-
5,3,Activity AG,,Sandra,normal,-,-
5,4,Activity AH,,Jamika,normal,-,-
5,5,Activity O,,Howard,normal,-,-
5,6,Activity B,,Deloras,normal,-,-
5,7,■,,■,normal,-,-
6,0,▶,,▶,normal,-,-
6,1,Activity A,,Della,normal,-,-
6,2,Activity N,,Roy,normal,-,-
6,3,Activity AE,,Hoyt,normal,-,-
6,4,Activity AF,,Rossie,normal,-,-
6,5,Activity O,,Jamika,normal,-,-
6,6,Activity B,,Gema,normal,-,-
6,7,■,,■,normal,-,-
7,0,▶,,▶,normal,-,-
7,1,Activity A,,Della,normal,-,-
7,2,Activity N,,Hassie,normal,-,-
7,3,Activity AG,,Sandra,normal,-,-
7,4,Activity AH,,Jamika,normal,-,-
7,5,Activity O,,Howard,normal,-,-
7,6,Activity B,,Grayce,normal,-,-
7,7,■,,■,normal,-,-
8,0,▶,,▶,normal,-,-
8,1,Activity A,,Della,normal,-,-
8,2,Activity N,,Brant,normal,-,-
8,3,Activity AG,,Sandra,normal,-,-
8,4,Activity AH,,Jamika,normal,-,-
8,5,Activity O,,Howard,normal,-,-
8,6,Activity B,,Deloras,normal,-,-
8,7,■,,■,normal,-,-
9,0,▶,,▶,normal,-,-
9,1,Activity A,,Della,normal,-,-
9,2,Activity N,,Brant,normal,-,-
9,3,Activity AG,,Sandra,normal,-,-
9,4,Activity AH,,Jamika,normal,-,-
9,5,Activity O,,Howard,normal,-,-
9,6,Activity B,,Deloras,normal,-,-
9,7,■,,■,normal,-,-
10,0,▶,,▶,normal,-,-
10,1,Activity A,,Della,normal,-,-
10,2,Activity N,,Doretta,normal,-,-
10,3,Activity R,,Sherell,normal,-,-
10,4,Activity U,,Ling,normal,-,-
10,5,Activity S,,Vickie,normal,-,-
10,6,Activity O,,Hoyt,normal,-,-
10,7,Activity B,,Deloras,normal,-,-
10,8,■,,■,normal,-,-
11,0,▶,,▶,normal,-,-
11,1,Activity A,,Della,normal,-,-
11,2,Activity N,,Brant,normal,-,-
11,3,Activity R,,Carmella,normal,-,-
11,4,Activity U,,Ling,normal,-,-
11,5,Activity S,,Vickie,normal,-,-
11,6,Activity O,,Junior,normal,-,-
11,7,Activity B,,Tiffiny,normal,-,-
11,8,■,,■,normal,-,-
12,0,▶,,▶,normal,-,-
12,1,Activity A,,Della,normal,-,-
12,2,Activity N,,Jimmy,normal,-,-
12,3,Activity AG,,Sandra,normal,-,-
12,4,Activity AH,,Jamika,normal,-,-
12,5,Activity O,,Howard,normal,-,-
12,6,Activity B,,Deloras,normal,-,-
12,7,■,,■,normal,-,-
13,0,▶,,▶,normal,-,-
13,1,Activity A,,Alyce,normal,-,-
13,2,Activity N,,Roy,normal,-,-
13,3,Activity AE,,Hoyt,normal,-,-
13,4,Activity AF,,Rossie,normal,-,-
13,5,Activity O,,Jamika,normal,-,-
13,6,Activity B,,Melany,normal,-,-
13,7,■,,■,normal,-,-
14,0,▶,,▶,normal,-,-
14,1,Activity A,,Della,normal,-,-
14,2,Activity N,,Roseanne,normal,-,-
14,3,Activity P,,James,normal,-,-
14,4,Activity Q,,Della,normal,-,-
14,5,Activity O,,Hugo,normal,-,-
14,6,Activity B,,Melany,normal,-,-
14,7,■,,■,normal,-,-
15,0,▶,,▶,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Vickie'}}]}"
15,1,Activity A,,Della,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Vickie'}}]}"
15,2,Activity N,,Hoyt,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Vickie'}}]}"
15,3,Activity R,,Vickie,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Vickie'}}]}"
15,4,Activity A,,Della,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Vickie'}}]}"
15,5,Activity N,,Hoyt,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Vickie'}}]}"
15,6,Activity R,,Vickie,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Vickie'}}]}"
15,7,Activity X,,Johnny,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Vickie'}}]}"
15,8,Activity S,,Grayce,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Vickie'}}]}"
15,9,Activity O,,Jamika,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Vickie'}}]}"
15,10,Activity B,,Gema,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Vickie'}}]}"
15,11,■,,■,anomalous,Rework,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Della'}}, {'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Vickie'}}]}"
16,0,▶,,▶,normal,-,-
16,1,Activity A,,Della,normal,-,-
16,2,Activity N,,Brant,normal,-,-
16,3,Activity AG,,Sandra,normal,-,-
16,4,Activity AH,,Jamika,normal,-,-
16,5,Activity O,,Howard,normal,-,-
16,6,Activity B,,Deloras,normal,-,-
16,7,■,,■,normal,-,-
17,0,▶,,▶,normal,-,-
17,1,Activity A,,Della,normal,-,-
17,2,Activity N,,Alyce,normal,-,-
17,3,Activity AE,,Hoyt,normal,-,-
17,4,Activity AF,,Rossie,normal,-,-
17,5,Activity O,,Hoyt,normal,-,-
17,6,Activity B,,Tiffiny,normal,-,-
17,7,■,,■,normal,-,-
18,0,▶,,▶,normal,-,-
18,1,Activity A,,Della,normal,-,-
18,2,Activity N,,Hoyt,normal,-,-
18,3,Activity R,,Carmella,normal,-,-
18,4,Activity T,,Iluminada,normal,-,-
18,5,Activity S,,Sandra,normal,-,-
18,6,Activity O,,Shandi,normal,-,-
18,7,Activity B,,Grayce,normal,-,-
18,8,■,,■,normal,-,-
19,0,▶,,▶,normal,-,-
19,1,Activity A,,Della,normal,-,-
19,2,Activity N,,Roy,normal,-,-
19,3,Activity AE,,Hoyt,normal,-,-
19,4,Activity AF,,Rossie,normal,-,-
19,5,Activity O,,Junior,normal,-,-
19,6,Activity B,,Grayce,normal,-,-
19,7,■,,■,normal,-,-
20,0,▶,,▶,normal,-,-
20,1,Activity A,,Della,normal,-,-
20,2,Activity N,,Doretta,normal,-,-
20,3,Activity R,,Carmella,normal,-,-
20,4,Activity T,,Iluminada,normal,-,-
20,5,Activity S,,Sandra,normal,-,-
20,6,Activity O,,Keven,normal,-,-
20,7,Activity B,,Deloras,normal,-,-
20,8,■,,■,normal,-,-
21,0,▶,,▶,normal,-,-
21,1,Activity A,,Alyce,normal,-,-
21,2,Activity N,,Brant,normal,-,-
21,3,Activity R,,Hassie,normal,-,-
21,4,Activity T,,Iluminada,normal,-,-
21,5,Activity S,,Elisha,normal,-,-
21,6,Activity O,,Frances,normal,-,-
21,7,Activity B,,Melany,normal,-,-
21,8,■,,■,normal,-,-
22,0,▶,,▶,normal,-,-
22,1,Activity A,,Della,normal,-,-
22,2,Activity N,,Roy,normal,-,-
22,3,Activity AE,,Hoyt,normal,-,-
22,4,Activity AF,,Rossie,normal,-,-
22,5,Activity O,,Junior,normal,-,-
22,6,Activity B,,Deloras,normal,-,-
22,7,■,,■,normal,-,-
23,0,▶,,▶,normal,-,-
23,1,Activity A,,Alyce,normal,-,-
23,2,Activity N,,Brant,normal,-,-
23,3,Activity R,,Issac,normal,-,-
23,4,Activity X,,Michaele,normal,-,-
23,5,Activity S,,Craig,normal,-,-
23,6,Activity O,,Frances,normal,-,-
23,7,Activity B,,Melany,normal,-,-
23,8,■,,■,normal,-,-
24,0,▶,,▶,normal,-,-
24,1,Activity A,,Alyce,normal,-,-
24,2,Activity N,,Roseanne,normal,-,-
24,3,Activity P,,James,normal,-,-
24,4,Activity Q,,Della,normal,-,-
24,5,Activity O,,Charles,normal,-,-
24,6,Activity B,,Brian,normal,-,-
24,7,■,,■,normal,-,-
25,0,▶,,▶,normal,-,-
25,1,Activity A,,Della,normal,-,-
25,2,Activity N,,Brant,normal,-,-
25,3,Activity AG,,Sandra,normal,-,-
25,4,Activity AH,,Jamika,normal,-,-
25,5,Activity O,,Howard,normal,-,-
25,6,Activity B,,Grayce,normal,-,-
25,7,■,,■,normal,-,-
26,0,▶,,▶,normal,-,-
26,1,Activity A,,Della,normal,-,-
26,2,Activity N,,Roy,normal,-,-
26,3,Activity AE,,Hoyt,normal,-,-
26,4,Activity AF,,Rossie,normal,-,-
26,5,Activity O,,Hoyt,normal,-,-
26,6,Activity B,,Grayce,normal,-,-
26,7,■,,■,normal,-,-
27,0,▶,,▶,normal,-,-
27,1,Activity A,,Della,normal,-,-
27,2,Activity N,,Jimmy,normal,-,-
27,3,Activity AG,,Sandra,normal,-,-
27,4,Activity AH,,Jamika,normal,-,-
27,5,Activity O,,Howard,normal,-,-
27,6,Activity B,,Deloras,normal,-,-
27,7,■,,■,normal,-,-
28,0,▶,,▶,normal,-,-
28,1,Activity A,,Alyce,normal,-,-
28,2,Activity N,,Roy,normal,-,-
28,3,Activity AE,,Hoyt,normal,-,-
28,4,Activity AF,,Rossie,normal,-,-
28,5,Activity O,,Lucy,normal,-,-
28,6,Activity B,,Melany,normal,-,-
28,7,■,,■,normal,-,-
29,0,▶,,▶,normal,-,-
29,1,Activity A,,Della,normal,-,-
29,2,Activity N,,Brant,normal,-,-
29,3,Activity AG,,Sandra,normal,-,-
29,4,Activity AH,,Jamika,normal,-,-
29,5,Activity O,,Howard,normal,-,-
29,6,Activity B,,Tiffiny,normal,-,-
29,7,■,,■,normal,-,-
30,0,▶,,▶,normal,-,-
30,1,Activity A,,Alyce,normal,-,-
30,2,Activity N,,Brant,normal,-,-
30,3,Activity AG,,Sandra,normal,-,-
30,4,Activity AH,,Jamika,normal,-,-
30,5,Activity O,,Howard,normal,-,-
30,6,Activity B,,Tiffiny,normal,-,-
30,7,■,,■,normal,-,-
31,0,▶,,▶,normal,-,-
31,1,Activity A,,Della,normal,-,-
31,2,Activity N,,Doretta,normal,-,-
31,3,Activity R,,Vickie,normal,-,-
31,4,Activity X,,Johnny,normal,-,-
31,5,Activity S,,Grayce,normal,-,-
31,6,Activity O,,Jamika,normal,-,-
31,7,Activity B,,Melany,normal,-,-
31,8,■,,■,normal,-,-
32,0,▶,,▶,normal,-,-
32,1,Activity A,,Della,normal,-,-
32,2,Activity N,,Brant,normal,-,-
32,3,Activity AG,,Sandra,normal,-,-
32,4,Activity AH,,Jamika,normal,-,-
32,5,Activity O,,Howard,normal,-,-
32,6,Activity B,,Grayce,normal,-,-
32,7,■,,■,normal,-,-
33,0,▶,,▶,normal,-,-
33,1,Activity A,,Della,normal,-,-
33,2,Activity N,,Jimmy,normal,-,-
33,3,Activity AG,,Sandra,normal,-,-
33,4,Activity AH,,Jamika,normal,-,-
33,5,Activity O,,Howard,normal,-,-
33,6,Activity B,,Grayce,normal,-,-
33,7,■,,■,normal,-,-
34,0,▶,,▶,normal,-,-
34,1,Activity A,,Della,normal,-,-
34,2,Activity N,,Roseanne,normal,-,-
34,3,Activity P,,James,normal,-,-
34,4,Activity Q,,Della,normal,-,-
34,5,Activity O,,Frances,normal,-,-
34,6,Activity B,,Donald,normal,-,-
34,7,■,,■,normal,-,-
35,0,▶,,▶,normal,-,-
35,1,Activity A,,Della,normal,-,-
35,2,Activity N,,Roy,normal,-,-
35,3,Activity AE,,Hoyt,normal,-,-
35,4,Activity AF,,Rossie,normal,-,-
35,5,Activity O,,Lucy,normal,-,-
35,6,Activity B,,Melany,normal,-,-
35,7,■,,■,normal,-,-
36,0,▶,,▶,normal,-,-
36,1,Activity A,,Alyce,normal,-,-
36,2,Activity N,,Brant,normal,-,-
36,3,Activity AG,,Sandra,normal,-,-
36,4,Activity AH,,Jamika,normal,-,-
36,5,Activity O,,Howard,normal,-,-
36,6,Activity B,,Tiffiny,normal,-,-
36,7,■,,■,normal,-,-
37,0,▶,,▶,normal,-,-
37,1,Activity A,,Della,normal,-,-
37,2,Activity N,,Brant,normal,-,-
37,3,Activity AG,,Sandra,normal,-,-
37,4,Activity AH,,Jamika,normal,-,-
37,5,Activity O,,Howard,normal,-,-
37,6,Activity B,,Grayce,normal,-,-
37,7,■,,■,normal,-,-
38,0,▶,,▶,normal,-,-
38,1,Activity A,,Della,normal,-,-
38,2,Activity N,,Doretta,normal,-,-
38,3,Activity R,,Sherell,normal,-,-
38,4,Activity U,,Ling,normal,-,-
38,5,Activity S,,Vickie,normal,-,-
38,6,Activity O,,Issac,normal,-,-
38,7,Activity B,,Melany,normal,-,-
38,8,■,,■,normal,-,-
39,0,▶,,▶,normal,-,-
39,1,Activity A,,Della,normal,-,-
39,2,Activity N,,Roy,normal,-,-
39,3,Activity AE,,Hoyt,normal,-,-
39,4,Activity AF,,Rossie,normal,-,-
39,5,Activity O,,Jamika,normal,-,-
39,6,Activity B,,Gema,normal,-,-
39,7,■,,■,normal,-,-
40,0,▶,,▶,normal,-,-
40,1,Activity A,,Alyce,normal,-,-
40,2,Activity N,,Roy,normal,-,-
40,3,Activity AE,,Hoyt,normal,-,-
40,4,Activity AF,,Rossie,normal,-,-
40,5,Activity O,,Jamika,normal,-,-
40,6,Activity B,,Gema,normal,-,-
40,7,■,,■,normal,-,-
41,0,▶,,▶,normal,-,-
41,1,Activity A,,Della,normal,-,-
41,2,Activity N,,Brant,normal,-,-
41,3,Activity R,,Amanda,normal,-,-
41,4,Activity X,,Michaele,normal,-,-
41,5,Activity S,,Grayce,normal,-,-
41,6,Activity O,,Jamika,normal,-,-
41,7,Activity B,,Donald,normal,-,-
41,8,■,,■,normal,-,-
42,0,▶,,▶,normal,-,-
42,1,Activity A,,Della,normal,-,-
42,2,Activity N,,Lannie,normal,-,-
42,3,Activity AG,,Sandra,normal,-,-
42,4,Activity AH,,Jamika,normal,-,-
42,5,Activity O,,Howard,normal,-,-
42,6,Activity B,,Grayce,normal,-,-
42,7,■,,■,normal,-,-
43,0,▶,,▶,normal,-,-
43,1,Activity A,,Alyce,normal,-,-
43,2,Activity N,,Alyce,normal,-,-
43,3,Activity AE,,Hoyt,normal,-,-
43,4,Activity AF,,Rossie,normal,-,-
43,5,Activity O,,Hoyt,normal,-,-
43,6,Activity B,,Grayce,normal,-,-
43,7,■,,■,normal,-,-
44,0,▶,,▶,normal,-,-
44,1,Activity A,,Della,normal,-,-
44,2,Activity N,,Brant,normal,-,-
44,3,Activity AG,,Sandra,normal,-,-
44,4,Activity AH,,Jamika,normal,-,-
44,5,Activity O,,Howard,normal,-,-
44,6,Activity B,,Deloras,normal,-,-
44,7,■,,■,normal,-,-
45,0,▶,,▶,normal,-,-
45,1,Activity A,,Alyce,normal,-,-
45,2,Activity N,,Roy,normal,-,-
45,3,Activity AE,,Hoyt,normal,-,-
