case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,-,-,-,-,"-"
1,1,Activity A,2020-06-27 14:09:57:255,Velda,normal,normal,"-"
1,2,Activity AI,2020-06-27 15:03:00:276,Sharee,normal,normal,"-"
1,3,Activity AL,2020-06-27 15:58:42:612,Rossana,normal,normal,"-"
1,4,Activity AM,2020-06-27 16:39:36:726,Marilyn,normal,normal,"-"
1,5,Activity AN,2020-06-27 17:25:28:096,Vickie,normal,normal,"-"
1,6,Activity AO,2020-06-27 18:22:36:245,Jack,normal,normal,"-"
1,7,Activity AJ,2020-06-27 19:20:07:481,Donald,normal,normal,"-"
1,8,Activity B,2020-06-27 19:42:20:404,Alyce,normal,normal,"-"
1,9,■,-,-,-,-,"-"
2,0,▶,-,-,-,-,"-"
2,1,Activity A,2020-06-27 14:10:07:255,Micheline,normal,normal,"-"
2,2,Activity L,2020-06-27 14:39:11:590,Howard,normal,normal,"-"
2,3,Activity N,2020-06-27 15:24:29:997,Issac,normal,normal,"-"
2,4,Activity M,2020-06-27 16:10:45:937,Steve,normal,normal,"-"
2,5,Activity R,2020-06-27 16:36:41:741,Brant,normal,normal,"-"
2,6,Activity AC,2020-06-27 17:34:36:114,Steve,normal,normal,"-"
2,7,Activity AH,2020-06-27 18:19:05:544,Howard,normal,normal,"-"
2,8,Activity AD,2020-06-27 19:07:52:495,Craig,normal,normal,"-"
2,9,Activity S,2020-06-27 19:57:35:199,Lannie,normal,normal,"-"
2,10,Activity B,2020-06-27 20:40:22:560,Micheline,normal,normal,"-"
2,11,■,-,-,-,-,"-"
3,0,▶,-,-,-,-,"-"
3,1,Activity A,2020-06-27 14:10:17:255,Ronald,normal,normal,"-"
3,2,Activity AI,2020-06-27 14:43:52:646,Pam,normal,normal,"-"
3,3,Activity AP,2020-06-27 15:31:33:509,Chan,normal,normal,"-"
3,4,Activity AQ,2020-06-27 16:16:14:242,Jamika,normal,normal,"-"
3,5,Activity AR,2020-06-27 16:43:15:303,Jack,normal,normal,"-"
3,6,Activity AS,2020-06-27 17:37:23:195,Anna,normal,normal,"-"
3,7,Activity AJ,2020-06-27 18:19:39:092,Ling,normal,normal,"-"
3,8,Activity B,2020-06-27 18:48:36:781,Brant,normal,normal,"-"
3,9,■,-,-,-,-,"-"
4,0,▶,-,-,-,-,"-"
4,1,Activity A,2020-06-27 14:10:27:255,Steve,normal,normal,"-"
4,2,Activity C,2020-06-27 14:38:49:828,Hannah,normal,normal,"-"
4,3,Activity D,2020-06-27 15:36:11:101,Hugo,normal,normal,"-"
4,4,Activity E,2020-06-27 16:36:02:955,Lannie,normal,normal,"-"
4,5,Activity H,2020-06-27 17:30:19:546,James,normal,normal,"-"
4,6,Activity F,2020-06-27 18:24:35:643,Sandra,normal,normal,"-"
4,7,Activity J,2020-06-27 19:04:33:720,Grayce,normal,normal,"-"
