case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,,,,,""
1,1,Activity A,2020-06-27 17:17:00:902,Sherlene,normal,normal,"-"
1,2,Activity B,2020-06-27 17:32:17:410,Earl,normal,normal,"-"
1,3,Activity C,2020-06-27 18:29:23:250,Brant,normal,normal,"-"
1,4,Activity D,2020-06-27 19:01:27:135,Lourdes,normal,normal,"-"
1,5,Activity E,2020-06-27 19:17:50:793,Hugo,normal,normal,"-"
1,6,Activity G,2020-06-27 20:15:49:983,Lourdes,normal,normal,"-"
1,7,Activity H,2020-06-27 20:46:39:979,Hoyt,normal,normal,"-"
1,8,Activity I,2020-06-27 21:12:03:140,Jack,normal,normal,"-"
1,9,Activity J,2020-06-27 22:07:00:396,Sonia,normal,normal,"-"
1,10,Activity F,2020-06-27 23:01:57:062,Howard,normal,normal,"-"
1,11,■,,,,,""
2,0,▶,,,,,""
2,1,Activity A,2020-06-27 17:17:10:902,Sherlene,normal,normal,"-"
2,2,Activity B,2020-06-27 17:47:13:279,Doretta,normal,normal,"-"
2,3,Activity C,2020-06-27 18:41:20:439,Brant,normal,normal,"-"
2,4,Activity D,2020-06-27 19:25:39:675,Lourdes,normal,normal,"-"
2,5,Activity E,2020-06-27 19:53:34:764,Paul,normal,normal,"-"
2,6,Activity T,2020-06-27 20:49:31:769,Ryan,normal,normal,"-"
2,7,Activity F,2020-06-27 21:26:56:812,Lisa,normal,normal,"-"
2,8,■,,,,,""
3,0,▶,,,,,""
3,1,Activity A,2020-06-27 17:17:20:902,Sherlene,normal,normal,"-"
3,2,Activity B,2020-06-27 17:40:15:380,Earl,normal,normal,"-"
3,3,Activity C,2020-06-27 18:29:30:942,Brant,normal,normal,"-"
3,4,Activity D,2020-06-27 19:05:52:463,Lourdes,normal,normal,"-"
3,5,Activity E,2020-06-27 20:00:32:726,Tiffiny,normal,normal,"-"
3,6,Activity K,2020-06-27 20:52:18:114,Melany,normal,normal,"-"
3,7,Activity O,2020-06-27 21:50:37:695,Melany,normal,normal,"-"
3,8,Activity P,2020-06-27 22:42:41:316,Jimmy,normal,normal,"-"
3,9,Activity L,2020-06-27 23:39:20:077,Amanda,normal,normal,"-"
3,10,Activity F,2020-06-28 00:38:12:388,Emily,normal,normal,"-"
3,11,■,,,,,""
4,0,▶,,,,,""
4,1,Activity A,2020-06-27 17:17:30:902,Sherlene,normal,normal,"-"
4,2,Activity B,2020-06-27 17:38:25:177,Doretta,normal,normal,"-"
4,3,Activity C,2020-06-27 18:38:21:287,James,normal,normal,"-"
4,4,Activity D,2020-06-27 19:28:59:181,Lourdes,normal,normal,"-"
4,5,Activity E,2020-06-27 20:27:47:502,Tiffiny,normal,normal,"-"
4,6,Activity K,2020-06-27 21:26:10:353,Pam,normal,normal,"-"
4,7,Activity M,2020-06-27 22:03:58:741,Issac,normal,normal,"-"
4,8,Activity N,2020-06-27 22:47:35:743,Sonia,normal,normal,"-"
4,9,Activity L,2020-06-27 23:34:45:276,Keven,normal,normal,"-"
4,10,Activity F,2020-06-28 00:11:47:728,Howard,normal,normal,"-"
4,11,■,,,,,""
5,0,▶,,,,,""
5,1,Activity A,2020-06-27 17:17:40:902,Sherlene,normal,normal,"-"
5,2,Activity B,2020-06-27 18:13:28:522,Doretta,normal,normal,"-"
5,3,Activity C,2020-06-27 19:10:04:186,James,normal,normal,"-"
5,4,Activity D,2020-06-27 20:05:22:720,Lourdes,normal,normal,"-"
5,5,Activity E,2020-06-27 20:34:35:652,Gema,normal,normal,"-"
5,6,Activity K,2020-06-27 21:24:33:324,Melany,normal,normal,"-"
5,7,Activity O,2020-06-27 22:20:09:725,Melany,normal,normal,"-"
5,8,Activity P,2020-06-27 23:11:22:079,Sigrid,normal,normal,"-"
5,9,Activity L,2020-06-28 00:11:18:814,Amanda,normal,normal,"-"
5,10,Activity F,2020-06-28 01:10:14:123,Emily,normal,normal,"-"
5,11,■,,,,,""
6,0,▶,,,,,""
6,1,Activity A,2020-06-27 17:17:50:902,Sherlene,normal,normal,"-"
6,2,Activity B,2020-06-27 18:07:08:309,Doretta,normal,normal,"-"
6,3,Activity C,2020-06-27 19:01:51:381,Brant,normal,normal,"-"
6,4,Activity D,2020-06-27 19:39:15:516,Lourdes,normal,normal,"-"
6,5,Activity E,2020-06-27 20:00:26:356,Paul,normal,normal,"-"
6,6,Activity T,2020-06-27 20:59:37:314,Ryan,normal,normal,"-"
6,7,Activity F,2020-06-27 21:36:18:415,Lisa,normal,normal,"-"
6,8,■,,,,,""
7,0,▶,,,,,""
7,1,Activity A,2020-06-27 17:18:00:902,Sherlene,normal,normal,"-"
7,2,Activity B,2020-06-27 18:12:03:145,Doretta,normal,normal,"-"
7,3,Activity C,2020-06-27 19:09:28:714,Brant,normal,normal,"-"
7,4,Activity D,2020-06-27 20:09:01:457,Lourdes,normal,normal,"-"
7,5,Activity E,2020-06-27 20:31:53:535,Hugo,normal,normal,"-"
7,6,Activity G,2020-06-27 21:30:52:460,Lourdes,normal,normal,"-"
7,7,Activity H,2020-06-27 22:19:50:263,Hoyt,normal,normal,"-"
7,8,Activity I,2020-06-27 22:58:44:474,Jack,normal,normal,"-"
7,9,Activity J,2020-06-27 23:56:06:228,Sonia,normal,normal,"-"
7,10,Activity F,2020-06-28 00:45:50:861,Howard,normal,normal,"-"
7,11,■,,,,,""
8,0,▶,,,,,""
8,1,Activity A,2020-06-27 17:18:10:902,Sherlene,normal,normal,"-"
8,2,Activity B,2020-06-27 17:37:47:374,Doretta,normal,normal,"-"
8,3,Activity C,2020-06-27 18:37:26:248,Brant,normal,normal,"-"
8,4,Activity D,2020-06-27 19:12:44:396,Lourdes,normal,normal,"-"
8,5,Activity E,2020-06-27 19:53:24:517,Paul,normal,normal,"-"
8,6,Activity T,2020-06-27 20:43:27:993,Ryan,normal,normal,"-"
8,7,Activity F,2020-06-27 21:24:04:643,Lisa,normal,normal,"-"
8,8,■,,,,,""
9,0,▶,,,,,""
9,1,Activity A,2020-06-27 17:18:20:902,Sherlene,normal,normal,"-"
9,2,Activity B,2020-06-27 18:16:14:034,Earl,normal,normal,"-"
9,3,Activity C,2020-06-27 19:04:03:473,James,normal,normal,"-"
9,4,Activity D,2020-06-27 19:53:08:816,Lourdes,normal,normal,"-"
9,5,Activity E,2020-06-27 20:17:06:284,Hugo,normal,normal,"-"
9,6,Activity G,2020-06-27 21:06:02:612,Elisha,normal,normal,"-"
9,7,Activity H,2020-06-27 21:59:35:952,Hoyt,normal,normal,"-"
9,8,Activity I,2020-06-27 22:29:29:930,Jack,normal,normal,"-"
9,9,Activity J,2020-06-27 23:27:10:229,Sonia,normal,normal,"-"
9,10,Activity F,2020-06-28 00:03:55:383,Howard,normal,normal,"-"
9,11,■,,,,,""
10,0,▶,,,,,""
10,1,Activity A,2020-06-27 17:18:30:902,Sherlene,normal,normal,"-"
10,2,Activity B,2020-06-27 18:13:26:102,Earl,normal,normal,"-"
10,3,Activity C,2020-06-27 19:01:50:964,Brant,normal,normal,"-"
10,4,Activity D,2020-06-27 19:50:46:392,Lourdes,normal,normal,"-"
10,5,Activity E,2020-06-27 20:25:21:920,Tiffiny,normal,normal,"-"
10,6,Activity K,2020-06-27 21:15:45:223,Rossana,normal,normal,"-"
10,7,Activity R,2020-06-27 22:05:04:452,Carmella,normal,normal,"-"
10,8,Activity S,2020-06-27 22:27:51:746,Velda,normal,normal,"-"
10,9,Activity L,2020-06-27 23:20:32:898,Amanda,normal,normal,"-"
10,10,Activity F,2020-06-28 00:08:28:799,Emily,normal,normal,"-"
10,11,■,,,,,""
11,0,▶,,,,,""
11,1,Activity A,2020-06-27 17:18:40:902,Sherlene,normal,normal,"-"
11,2,Activity B,2020-06-27 17:45:23:441,Earl,normal,normal,"-"
11,3,Activity C,2020-06-27 18:36:27:963,James,normal,normal,"-"
11,4,Activity D,2020-06-27 19:15:53:393,Lourdes,normal,normal,"-"
11,5,Activity E,2020-06-27 19:51:23:626,Gema,normal,normal,"-"
11,6,Activity K,2020-06-27 20:39:36:306,Pam,normal,normal,"-"
11,7,Activity M,2020-06-27 21:31:59:387,Issac,normal,normal,"-"
11,8,Activity N,2020-06-27 22:01:06:189,Sonia,normal,normal,"-"
11,9,Activity L,2020-06-27 22:47:09:453,Keven,normal,normal,"-"
11,10,Activity F,2020-06-27 23:26:01:162,Howard,normal,normal,"-"
11,11,■,,,,,""
12,0,▶,,,,,""
12,1,Activity A,2020-06-27 17:18:50:902,Sherlene,normal,normal,"-"
12,2,Activity B,2020-06-27 17:35:20:555,Earl,normal,normal,"-"
12,3,Activity C,2020-06-27 18:32:45:338,Brant,normal,normal,"-"
12,4,Activity D,2020-06-27 19:26:44:458,Lourdes,normal,normal,"-"
12,5,Activity E,2020-06-27 19:51:35:475,Hugo,normal,normal,"-"
12,6,Activity G,2020-06-27 20:48:19:263,Elisha,normal,normal,"-"
12,7,Activity H,2020-06-27 21:45:27:786,James,normal,normal,"-"
12,8,Activity I,2020-06-27 22:29:02:770,Jack,normal,normal,"-"
12,9,Activity J,2020-06-27 23:24:37:063,Sonia,normal,normal,"-"
12,10,Activity F,2020-06-28 00:10:40:406,Howard,normal,normal,"-"
12,11,■,,,,,""
13,0,▶,,,,,""
13,1,Activity A,2020-06-27 17:19:00:902,Sherlene,normal,normal,"-"
13,2,Activity B,2020-06-27 17:49:29:060,Earl,normal,normal,"-"
13,3,Activity C,2020-06-27 18:39:21:633,James,normal,normal,"-"
13,4,Activity D,2020-06-27 19:20:24:602,Lourdes,normal,normal,"-"
13,5,Activity E,2020-06-27 19:46:52:799,Hugo,normal,normal,"-"
13,6,Activity G,2020-06-27 20:41:03:227,Elisha,normal,normal,"-"
13,7,Activity H,2020-06-27 21:34:37:964,James,normal,normal,"-"
13,8,Activity I,2020-06-27 22:16:58:651,Jack,normal,normal,"-"
13,9,Activity J,2020-06-27 23:16:06:718,Sonia,normal,normal,"-"
13,10,Activity F,2020-06-28 00:05:02:156,Howard,normal,normal,"-"
13,11,■,,,,,""
14,0,▶,,,,,""
14,1,Activity A,2020-06-27 17:19:10:902,Sherlene,normal,normal,"-"
14,2,Activity B,2020-06-27 18:02:58:881,Earl,normal,normal,"-"
14,3,Activity C,2020-06-27 18:57:15:532,Brant,normal,normal,"-"
14,4,Activity D,2020-06-27 19:47:30:767,Lourdes,normal,normal,"-"
14,5,Activity E,2020-06-27 20:27:46:845,Hugo,normal,normal,"-"
14,6,Activity G,2020-06-27 21:20:07:744,Elisha,normal,normal,"-"
14,7,Activity H,2020-06-27 22:12:18:184,Hoyt,normal,normal,"-"
14,8,Activity I,2020-06-27 22:41:20:779,Jack,normal,normal,"-"
14,9,Activity J,2020-06-27 23:31:08:439,Sonia,normal,normal,"-"
14,10,Activity F,2020-06-28 00:13:31:235,Howard,normal,normal,"-"
14,11,■,,,,,""
15,0,▶,,,,,""
15,1,Activity A,2020-06-27 17:19:20:902,Sherlene,normal,normal,"-"
15,2,Activity B,2020-06-27 17:54:54:787,Earl,normal,normal,"-"
15,3,Activity C,2020-06-27 18:49:07:636,James,normal,normal,"-"
15,4,Activity D,2020-06-27 19:33:57:350,Lourdes,normal,normal,"-"
15,5,Activity E,2020-06-27 20:16:05:062,Gema,normal,normal,"-"
15,6,Activity K,2020-06-27 21:01:37:908,Pam,normal,normal,"-"
15,7,Activity M,2020-06-27 22:01:21:203,Issac,normal,normal,"-"
15,8,Activity N,2020-06-27 22:36:55:886,Sonia,normal,normal,"-"
15,9,Activity L,2020-06-27 23:30:49:892,Jack,normal,normal,"-"
15,10,Activity F,2020-06-28 00:16:01:605,Howard,normal,normal,"-"
15,11,■,,,,,""
16,0,▶,,,,,""
16,1,Activity A,2020-06-27 17:19:30:902,Sherlene,normal,normal,"-"
16,2,Activity B,2020-06-27 18:11:07:331,Doretta,normal,normal,"-"
16,3,Activity C,2020-06-27 19:01:24:695,Donald,normal,normal,"-"
16,4,Activity D,2020-06-27 19:34:47:809,Lourdes,normal,normal,"-"
16,5,Activity E,2020-06-27 19:56:51:067,Della,normal,normal,"-"
16,6,Activity K,2020-06-27 20:51:04:049,Pam,normal,normal,"-"
16,7,Activity M,2020-06-27 21:22:45:481,Issac,normal,normal,"-"
16,8,Activity N,2020-06-27 22:02:09:348,Sonia,normal,normal,"-"
16,9,Activity L,2020-06-27 23:00:19:819,Ling,normal,normal,"-"
16,10,Activity F,2020-06-27 23:39:09:409,Howard,normal,normal,"-"
16,11,■,,,,,""
17,0,▶,,,,,""
17,1,Activity A,2020-06-27 17:19:40:902,Sherlene,normal,normal,"-"
17,2,Activity B,2020-06-27 17:49:16:577,Doretta,normal,normal,"-"
