case_id,event_position,activity_name,timestamp,user,label,anomaly_type,anomaly_description
1,0,▶,,▶,normal,-,-
1,1,Activity A,,Sherlene,normal,-,-
1,2,Activity B,,Earl,normal,-,-
1,3,Activity C,,James,normal,-,-
1,4,Activity E,,Lourdes,normal,-,-
1,5,Activity D,,Emily,normal,-,-
1,6,Activity V,,Pam,normal,-,-
1,7,Activity T,,Brian,normal,-,-
1,8,Activity F,,Keven,normal,-,-
1,9,■,,■,normal,-,-
2,0,▶,,▶,normal,-,-
2,1,Activity A,,Sherlene,normal,-,-
2,2,Activity B,,Doretta,normal,-,-
2,3,Activity C,,James,normal,-,-
2,4,Activity E,,Lourdes,normal,-,-
2,5,Activity D,,Frances,normal,-,-
2,6,Activity Z,,Joe,normal,-,-
2,7,Activity K,,Lourdes,normal,-,-
2,8,Activity R,,Jack,normal,-,-
2,9,Activity S,,Earl,normal,-,-
2,10,Activity L,,Velda,normal,-,-
2,11,Activity F,,Keven,normal,-,-
2,12,■,,■,normal,-,-
3,0,▶,,▶,normal,-,-
3,1,Activity A,,Sherlene,normal,-,-
3,2,Activity B,,Doretta,normal,-,-
3,3,Activity C,,Donald,normal,-,-
3,4,Activity E,,Lourdes,normal,-,-
3,5,Activity D,,Sharee,normal,-,-
3,6,Activity V,,Pam,normal,-,-
3,7,Activity T,,Velda,normal,-,-
3,8,Activity F,,Lisa,normal,-,-
3,9,■,,■,normal,-,-
4,0,▶,,▶,normal,-,-
4,1,Activity A,,Sherlene,normal,-,-
4,2,Activity B,,Earl,normal,-,-
4,3,Activity C,,James,normal,-,-
4,4,Activity E,,Lourdes,normal,-,-
4,5,Activity D,,Sharee,normal,-,-
4,6,Activity V,,Marilyn,normal,-,-
4,7,Activity G,,Lannie,normal,-,-
4,8,Activity H,,Issac,normal,-,-
4,9,Activity I,,Junior,normal,-,-
4,10,Activity J,,Brant,normal,-,-
4,11,Activity F,,Tiffiny,normal,-,-
4,12,■,,■,normal,-,-
5,0,▶,,▶,normal,-,-
5,1,Activity A,,Sherlene,normal,-,-
5,2,Activity B,,Earl,normal,-,-
5,3,Activity C,,James,normal,-,-
5,4,Activity E,,Lourdes,normal,-,-
5,5,Activity D,,Lannie,normal,-,-
