case_id,event_position,activity_name,timestamp,user,label,anomaly_type,anomaly_description
1,0,▶,,▶,normal,-,-
1,1,Activity A,,Sherlene,normal,-,-
1,2,Activity B,,Earl,normal,-,-
1,3,Activity C,,Brant,normal,-,-
1,4,Activity D,,Lourdes,normal,-,-
1,5,Activity E,,Hugo,normal,-,-
1,6,Activity G,,Lourdes,normal,-,-
1,7,Activity H,,Hoyt,normal,-,-
1,8,Activity I,,Jack,normal,-,-
1,9,Activity J,,Sonia,normal,-,-
1,10,Activity F,,Howard,normal,-,-
1,11,■,,■,normal,-,-
2,0,▶,,▶,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
2,1,Activity C,,Brant,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
2,2,Activity D,,Lourdes,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
2,3,Activity E,,Paul,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
2,4,Activity A,,Sherlene,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
2,5,Activity B,,Doretta,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
2,6,Activity T,,Ryan,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
2,7,Activity F,,Lisa,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
2,8,■,,■,anomalous,Late,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
3,0,▶,,▶,normal,-,-
3,1,Activity A,,Sherlene,normal,-,-
3,2,Activity B,,Earl,normal,-,-
3,3,Activity C,,Brant,normal,-,-
3,4,Activity D,,Lourdes,normal,-,-
3,5,Activity E,,Tiffiny,normal,-,-
3,6,Activity K,,Melany,normal,-,-
3,7,Activity O,,Melany,normal,-,-
3,8,Activity P,,Jimmy,normal,-,-
3,9,Activity L,,Amanda,normal,-,-
3,10,Activity F,,Emily,normal,-,-
3,11,■,,■,normal,-,-
4,0,▶,,▶,normal,-,-
4,1,Activity A,,Sherlene,normal,-,-
4,2,Activity B,,Doretta,normal,-,-
4,3,Activity C,,James,normal,-,-
4,4,Activity D,,Lourdes,normal,-,-
