case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,-,-,-,-,"-"
1,1,Activity A,2020-06-27 14:02:44:048,Doretta,normal,normal,"-"
1,2,Activity C,2020-06-27 14:28:18:152,Jack,normal,normal,"-"
1,3,Activity F,2020-06-27 15:17:08:891,Howard,normal,normal,"-"
1,4,Activity D,2020-06-27 15:47:19:099,Wilton,normal,normal,"-"
1,5,Activity I,2020-06-27 16:03:58:139,Maryellen,normal,normal,"-"
1,6,Activity K,2020-06-27 16:57:57:556,Issac,normal,normal,"-"
1,7,Activity J,2020-06-27 17:50:58:833,Velda,normal,normal,"-"
1,8,Activity B,2020-06-27 18:17:07:287,Michaele,normal,normal,"-"
1,9,■,-,-,-,-,"-"
2,0,▶,-,-,-,-,"-"
2,1,Activity A,2020-06-27 14:02:54:048,Rossana,normal,normal,"-"
2,2,Activity O,2020-06-27 14:18:35:776,Ronald,normal,normal,"-"
2,3,Activity U,2020-06-27 15:09:47:657,Velda,normal,normal,"-"
2,4,Activity X,2020-06-27 15:49:38:244,Pam,normal,normal,"-"
2,5,Activity V,2020-06-27 16:11:37:000,Maryellen,normal,normal,"-"
2,6,Activity P,2020-06-27 17:04:23:381,Ryan,normal,normal,"-"
2,7,Activity B,2020-06-27 17:40:19:513,Alpha,normal,normal,"-"
2,8,■,-,-,-,-,"-"
3,0,▶,-,-,-,-,"-"
3,1,Activity A,2020-06-27 14:03:04:048,Shandi,normal,normal,"-"
3,2,Activity Y,2020-06-27 14:35:01:725,Marilyn,normal,normal,"-"
3,3,Activity B,2020-06-27 15:27:41:206,Michaele,normal,normal,"-"
3,4,■,-,-,-,-,"-"
4,0,▶,-,-,-,-,"-"
4,1,Activity A,2020-06-27 14:03:14:048,Steve,normal,normal,"-"
4,2,Activity C,2020-06-27 14:47:54:277,Keven,normal,normal,"-"
4,3,Activity G,2020-06-27 15:44:01:872,Steve,normal,normal,"-"
4,4,Activity D,2020-06-27 16:23:04:163,Emily,normal,normal,"-"
4,5,Activity I,2020-06-27 16:52:34:096,Keven,normal,normal,"-"
4,6,Activity L,2020-06-27 17:52:25:050,Sandra,normal,normal,"-"
4,7,Activity J,2020-06-27 18:31:11:592,Gema,normal,normal,"-"
4,8,Activity B,2020-06-27 19:08:37:165,Carmella,normal,normal,"-"
4,9,■,-,-,-,-,"-"
5,0,▶,-,-,-,-,"-"
5,1,Activity A,2020-06-27 14:03:24:048,Doretta,normal,normal,"-"
5,2,Activity C,2020-06-27 14:45:43:600,Della,normal,normal,"-"
5,3,Activity G,2020-06-27 15:36:32:478,Steve,normal,normal,"-"
5,4,Activity D,2020-06-27 16:24:46:675,Deloras,normal,normal,"-"
5,5,Activity I,2020-06-27 16:52:39:100,Howard,normal,normal,"-"
5,6,Activity M,2020-06-27 17:45:37:123,Howard,normal,normal,"-"
5,7,Activity J,2020-06-27 18:31:32:819,Brian,normal,normal,"-"
5,8,Activity B,2020-06-27 19:18:52:411,Michaele,normal,normal,"-"
5,9,■,-,-,-,-,"-"
6,0,▶,-,-,-,-,"-"
6,1,Activity A,2020-06-27 14:03:34:048,Keven,normal,normal,"-"
6,2,Activity O,2020-06-27 14:22:08:959,Brian,normal,normal,"-"
6,3,Activity U,2020-06-27 15:07:13:614,Velda,normal,normal,"-"
6,4,Activity X,2020-06-27 16:06:18:684,Jin,normal,normal,"-"
6,5,Activity V,2020-06-27 17:01:11:717,Maryellen,normal,normal,"-"
6,6,Activity P,2020-06-27 17:57:26:745,Ryan,normal,normal,"-"
6,7,Activity B,2020-06-27 18:31:21:057,Maryellen,normal,normal,"-"
6,8,■,-,-,-,-,"-"
7,0,▶,-,-,-,-,"-"
7,1,Activity A,2020-06-27 14:03:44:048,Rossana,normal,normal,"-"
7,2,Activity O,2020-06-27 14:33:03:720,Ronald,normal,normal,"-"
7,3,Activity U,2020-06-27 15:25:24:063,Jimmy,normal,normal,"-"
7,4,Activity W,2020-06-27 16:18:02:970,Evelin,normal,normal,"-"
7,5,Activity V,2020-06-27 16:41:23:343,Jamika,normal,normal,"-"
7,6,Activity P,2020-06-27 17:30:03:396,Ryan,normal,normal,"-"
7,7,Activity B,2020-06-27 18:25:01:048,Alpha,normal,normal,"-"
7,8,■,-,-,-,-,"-"
8,0,▶,-,-,-,-,"-"
8,1,Activity A,2020-06-27 14:03:54:048,Micheline,normal,normal,"-"
8,2,Activity Y,2020-06-27 14:46:44:488,Johnny,normal,normal,"-"
8,3,Activity B,2020-06-27 15:38:05:060,Michaele,normal,normal,"-"
8,4,■,-,-,-,-,"-"
9,0,▶,-,-,-,-,"-"
9,1,Activity A,2020-06-27 14:04:04:048,Keven,normal,anomalous,"{'index': [2, 3, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Velda', 'Pam', 'Maryellen']}"
9,2,Activity O,2020-06-27 14:39:11:906,Ronald,normal,anomalous,"{'index': [2, 3, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Velda', 'Pam', 'Maryellen']}"
