case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,-,-,-,-,"-"
1,1,Activity A,2020-06-27 14:02:53:440,Della,normal,normal,"-"
1,2,Activity N,2020-06-27 14:46:25:277,Roy,normal,normal,"-"
1,3,Activity AE,2020-06-27 15:43:58:037,Hoyt,normal,normal,"-"
1,4,Activity AF,2020-06-27 16:42:01:641,Rossie,normal,normal,"-"
1,5,Activity O,2020-06-27 17:23:10:631,Junior,normal,normal,"-"
1,6,Activity B,2020-06-27 18:13:23:865,Deloras,normal,normal,"-"
1,7,■,-,-,-,-,"-"
2,0,▶,-,-,-,-,"-"
2,1,Activity A,2020-06-27 14:03:03:440,Alyce,normal,normal,"-"
2,2,Activity N,2020-06-27 14:30:58:245,Wilton,normal,normal,"-"
2,3,Activity Y,2020-06-27 15:17:54:446,Lourdes,normal,normal,"-"
2,4,Activity AD,2020-06-27 16:05:52:941,Brant,normal,normal,"-"
2,5,Activity Z,2020-06-27 16:43:24:458,Michaele,normal,normal,"-"
2,6,Activity O,2020-06-27 17:31:01:236,Keven,normal,normal,"-"
2,7,Activity B,2020-06-27 18:14:28:163,Grayce,normal,normal,"-"
2,8,■,-,-,-,-,"-"
3,0,▶,-,-,-,-,"-"
3,1,Activity A,2020-06-27 14:03:13:440,Della,normal,normal,"-"
3,2,Activity N,2020-06-27 14:39:19:154,Earl,normal,normal,"-"
3,3,Activity P,2020-06-27 15:39:16:165,Emily,normal,normal,"-"
3,4,Activity Q,2020-06-27 16:19:45:187,Della,normal,normal,"-"
3,5,Activity O,2020-06-27 17:01:40:372,Charles,normal,normal,"-"
3,6,Activity B,2020-06-27 17:52:20:791,Brian,normal,normal,"-"
3,7,■,-,-,-,-,"-"
4,0,▶,-,-,-,-,"-"
4,1,Activity A,2020-06-27 14:03:23:440,Della,normal,normal,"-"
4,2,Activity N,2020-06-27 14:43:26:156,Brant,normal,normal,"-"
4,3,Activity R,2020-06-27 15:41:15:972,Sherell,normal,normal,"-"
4,4,Activity U,2020-06-27 16:35:10:989,Ling,normal,normal,"-"
4,5,Activity S,2020-06-27 17:18:58:497,Vickie,normal,normal,"-"
4,6,Activity O,2020-06-27 18:14:25:801,Lucy,normal,normal,"-"
4,7,Activity B,2020-06-27 19:00:59:517,Melany,normal,normal,"-"
4,8,■,-,-,-,-,"-"
5,0,▶,-,-,-,-,"-"
5,1,Activity A,2020-06-27 14:03:33:440,Alyce,normal,normal,"-"
5,2,Activity N,2020-06-27 14:23:19:700,Brant,normal,normal,"-"
5,3,Activity AG,2020-06-27 15:23:08:934,Sandra,normal,normal,"-"
5,4,Activity AH,2020-06-27 16:08:13:388,Jamika,normal,normal,"-"
5,5,Activity O,2020-06-27 16:59:25:872,Howard,normal,normal,"-"
5,6,Activity B,2020-06-27 17:55:27:592,Deloras,normal,normal,"-"
5,7,■,-,-,-,-,"-"
6,0,▶,-,-,-,-,"-"
6,1,Activity A,2020-06-27 14:03:43:440,Della,normal,normal,"-"
6,2,Activity N,2020-06-27 14:50:09:382,Roy,normal,normal,"-"
6,3,Activity AE,2020-06-27 15:48:25:391,Hoyt,normal,normal,"-"
6,4,Activity AF,2020-06-27 16:27:04:874,Rossie,normal,normal,"-"
6,5,Activity O,2020-06-27 16:51:02:011,Jamika,normal,normal,"-"
6,6,Activity B,2020-06-27 17:39:19:822,Gema,normal,normal,"-"
6,7,■,-,-,-,-,"-"
7,0,▶,-,-,-,-,"-"
7,1,Activity A,2020-06-27 14:03:53:440,Della,normal,normal,"-"
7,2,Activity N,2020-06-27 14:54:23:018,Hassie,normal,normal,"-"
7,3,Activity AG,2020-06-27 15:43:20:897,Sandra,normal,normal,"-"
7,4,Activity AH,2020-06-27 16:28:08:433,Jamika,normal,normal,"-"
7,5,Activity O,2020-06-27 17:00:40:377,Howard,normal,normal,"-"
7,6,Activity B,2020-06-27 17:55:09:940,Grayce,normal,normal,"-"
7,7,■,-,-,-,-,"-"
8,0,▶,-,-,-,-,"-"
8,1,Activity A,2020-06-27 14:04:03:440,Della,normal,normal,"-"
8,2,Activity N,2020-06-27 14:38:17:850,Brant,normal,normal,"-"
8,3,Activity AG,2020-06-27 15:34:44:009,Sandra,normal,normal,"-"
8,4,Activity AH,2020-06-27 16:18:23:630,Jamika,normal,normal,"-"
8,5,Activity O,2020-06-27 16:48:01:496,Howard,normal,normal,"-"
8,6,Activity B,2020-06-27 17:44:46:060,Deloras,normal,normal,"-"
8,7,■,-,-,-,-,"-"
9,0,▶,-,-,-,-,"-"
9,1,Activity A,2020-06-27 14:04:13:440,Della,normal,normal,"-"
9,2,Activity N,2020-06-27 14:24:43:969,Brant,normal,normal,"-"
9,3,Activity AG,2020-06-27 15:16:09:330,Sandra,normal,normal,"-"
9,4,Activity AH,2020-06-27 15:51:03:973,Jamika,normal,normal,"-"
9,5,Activity O,2020-06-27 16:17:13:646,Howard,normal,normal,"-"
9,6,Activity B,2020-06-27 17:07:37:596,Deloras,normal,normal,"-"
9,7,■,-,-,-,-,"-"
10,0,▶,-,-,-,-,"-"
10,1,Activity A,2020-06-27 14:04:23:440,Della,normal,normal,"-"
10,2,Activity N,2020-06-27 14:57:11:733,Doretta,normal,normal,"-"
10,3,Activity R,2020-06-27 15:52:44:024,Sherell,normal,normal,"-"
10,4,Activity U,2020-06-27 16:36:19:985,Ling,normal,normal,"-"
10,5,Activity S,2020-06-27 16:55:47:521,Vickie,normal,normal,"-"
10,6,Activity O,2020-06-27 17:47:33:300,Hoyt,normal,normal,"-"
10,7,Activity B,2020-06-27 18:23:35:668,Deloras,normal,normal,"-"
10,8,■,-,-,-,-,"-"
11,0,▶,-,-,-,-,"-"
11,1,Activity A,2020-06-27 14:04:33:440,Della,normal,normal,"-"
11,2,Activity N,2020-06-27 14:39:49:499,Brant,normal,normal,"-"
11,3,Activity R,2020-06-27 15:29:29:572,Carmella,normal,normal,"-"
11,4,Activity U,2020-06-27 16:03:04:478,Ling,normal,normal,"-"
11,5,Activity S,2020-06-27 16:34:08:902,Vickie,normal,normal,"-"
11,6,Activity O,2020-06-27 17:30:58:409,Junior,normal,normal,"-"
11,7,Activity B,2020-06-27 18:24:36:410,Tiffiny,normal,normal,"-"
11,8,■,-,-,-,-,"-"
12,0,▶,-,-,-,-,"-"
12,1,Activity A,2020-06-27 14:04:43:440,Alpha,normal,anomalous,"{'index': [0, 2, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Della', 'Sandra', 'Howard']}"
12,2,Activity N,2020-06-27 14:52:02:450,Jimmy,normal,anomalous,"{'index': [0, 2, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Della', 'Sandra', 'Howard']}"
12,3,Activity AG,2020-06-27 15:45:35:941,Sharee,normal,anomalous,"{'index': [0, 2, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Della', 'Sandra', 'Howard']}"
12,4,Activity AH,2020-06-27 16:33:25:643,Jamika,normal,anomalous,"{'index': [0, 2, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Della', 'Sandra', 'Howard']}"
12,5,Activity O,2020-06-27 17:28:40:992,Michaele,normal,anomalous,"{'index': [0, 2, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Della', 'Sandra', 'Howard']}"
12,6,Activity B,2020-06-27 18:14:57:396,Deloras,normal,anomalous,"{'index': [0, 2, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Della', 'Sandra', 'Howard']}"
12,7,■,-,-,-,-,"-"
13,0,▶,-,-,-,-,"-"
13,1,Activity A,2020-06-27 14:04:53:440,Alyce,normal,anomalous,"{'index': [3, 5], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Rossie', 'Melany']}"
13,2,Activity N,2020-06-27 14:36:59:034,Roy,normal,anomalous,"{'index': [3, 5], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Rossie', 'Melany']}"
13,3,Activity AE,2020-06-27 15:28:03:422,Hoyt,normal,anomalous,"{'index': [3, 5], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Rossie', 'Melany']}"
13,4,Activity AF,2020-06-27 16:22:25:598,Alpha,normal,anomalous,"{'index': [3, 5], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Rossie', 'Melany']}"
13,5,Activity O,2020-06-27 16:39:59:819,Jamika,normal,anomalous,"{'index': [3, 5], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Rossie', 'Melany']}"
13,6,Activity B,2020-06-27 17:37:15:088,Marilyn,normal,anomalous,"{'index': [3, 5], 'attribute_index': [0, 0], 'attribute': ['user', 'user'], 'original': ['Rossie', 'Melany']}"
13,7,■,-,-,-,-,"-"
14,0,▶,-,-,-,-,"-"
14,1,Activity A,2020-06-27 14:05:03:440,Della,normal,normal,"-"
14,2,Activity N,2020-06-27 14:43:14:327,Roseanne,normal,normal,"-"
14,3,Activity P,2020-06-27 15:30:40:756,James,normal,normal,"-"
14,4,Activity Q,2020-06-27 16:27:25:490,Della,normal,normal,"-"
14,5,Activity O,2020-06-27 17:07:14:704,Hugo,normal,normal,"-"
14,6,Activity B,2020-06-27 18:04:17:727,Melany,normal,normal,"-"
14,7,■,-,-,-,-,"-"
15,0,▶,-,-,-,-,"-"
15,1,Activity A,2020-06-27 14:05:13:440,Della,normal,normal,"-"
15,2,Activity N,2020-06-27 14:33:50:641,Hoyt,normal,normal,"-"
15,3,Activity R,2020-06-27 15:29:47:807,Vickie,normal,normal,"-"
15,4,Activity X,2020-06-27 16:12:03:228,Johnny,normal,normal,"-"
15,5,Activity S,2020-06-27 16:28:44:103,Grayce,normal,normal,"-"
15,6,Activity O,2020-06-27 17:18:10:673,Jamika,normal,normal,"-"
15,7,Activity B,2020-06-27 17:56:48:741,Gema,normal,normal,"-"
15,8,■,-,-,-,-,"-"
16,0,▶,-,-,-,-,"-"
16,1,Activity A,2020-06-27 14:05:23:440,Keven,normal,anomalous,"{'index': [0, 2, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Della', 'Sandra', 'Howard']}"
16,2,Activity N,2020-06-27 14:42:57:340,Brant,normal,anomalous,"{'index': [0, 2, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Della', 'Sandra', 'Howard']}"
16,3,Activity AG,2020-06-27 15:42:40:265,Lisa,normal,anomalous,"{'index': [0, 2, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Della', 'Sandra', 'Howard']}"
16,4,Activity AH,2020-06-27 16:26:50:567,Jamika,normal,anomalous,"{'index': [0, 2, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Della', 'Sandra', 'Howard']}"
16,5,Activity O,2020-06-27 17:02:47:524,Deloras,normal,anomalous,"{'index': [0, 2, 4], 'attribute_index': [0, 0, 0], 'attribute': ['user', 'user', 'user'], 'original': ['Della', 'Sandra', 'Howard']}"
