case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,,,,,""
1,1,Activity A,2020-06-27 14:33:29:693,Velda,normal,normal,"-"
1,2,Activity AI,2020-06-27 15:28:21:485,Sharee,normal,normal,"-"
1,3,Activity AL,2020-06-27 16:13:28:703,Rossana,normal,normal,"-"
1,4,Activity AM,2020-06-27 16:45:33:755,Marilyn,normal,normal,"-"
1,5,Activity AN,2020-06-27 17:41:00:396,Vickie,normal,normal,"-"
1,6,Activity AO,2020-06-27 18:33:52:984,Jack,normal,normal,"-"
1,7,Activity AJ,2020-06-27 19:33:42:481,Donald,normal,normal,"-"
1,8,Activity B,2020-06-27 20:11:18:900,Alyce,normal,normal,"-"
1,9,■,,,,,""
2,0,▶,,,,,""
2,1,Activity N,2020-06-27 14:33:39:693,Issac,normal,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
2,2,Activity M,2020-06-27 15:15:37:661,Steve,normal,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
2,3,Activity R,2020-06-27 16:14:12:224,Brant,normal,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
2,4,Activity AC,2020-06-27 17:01:11:989,Steve,normal,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Howard'}}]}"
