case_id,event_position,activity_name,timestamp,user,case,label,anomaly_type
1,0,▶,,,,,""
1,1,Activity A,2020-06-27 17:06:23:987,Della,normal,normal,"-"
1,2,Activity N,2020-06-27 17:43:30:850,Roy,normal,normal,"-"
1,3,Activity AE,2020-06-27 18:32:32:614,Hoyt,normal,normal,"-"
1,4,Activity AF,2020-06-27 19:27:48:065,Rossie,normal,normal,"-"
1,5,Activity O,2020-06-27 20:20:19:468,Junior,normal,normal,"-"
1,6,Activity B,2020-06-27 21:17:55:152,Deloras,normal,normal,"-"
1,7,■,,,,,""
2,0,▶,,,,,""
2,1,Activity A,2020-06-27 17:06:33:987,Alyce,normal,normal,"-"
2,2,Activity N,2020-06-27 17:34:20:329,Wilton,normal,normal,"-"
2,3,Activity Y,2020-06-27 18:21:55:080,Lourdes,normal,normal,"-"
2,4,Activity AD,2020-06-27 19:16:26:004,Brant,normal,normal,"-"
2,5,Activity Z,2020-06-27 19:41:51:877,Michaele,normal,normal,"-"
2,6,Activity O,2020-06-27 20:39:23:895,Keven,normal,normal,"-"
2,7,Activity B,2020-06-27 21:26:49:207,Grayce,normal,normal,"-"
2,8,■,,,,,""
3,0,▶,,,,,""
3,1,Activity A,2020-06-27 17:06:43:987,Della,normal,normal,"-"
3,2,Activity N,2020-06-27 17:24:20:951,Earl,normal,normal,"-"
3,3,Activity P,2020-06-27 18:14:07:770,Emily,normal,normal,"-"
3,4,Activity Q,2020-06-27 18:45:23:123,Della,normal,normal,"-"
3,5,Activity O,2020-06-27 19:01:59:729,Charles,normal,normal,"-"
3,6,Activity B,2020-06-27 19:52:18:500,Brian,normal,normal,"-"
3,7,■,,,,,""
4,0,▶,,,,,""
4,1,Activity A,2020-06-27 17:06:53:987,Della,normal,normal,"-"
4,2,Activity N,2020-06-27 17:44:18:346,Brant,normal,normal,"-"
4,3,Activity R,2020-06-27 18:32:36:335,Sherell,normal,normal,"-"
4,4,Activity U,2020-06-27 19:05:32:933,Ling,normal,normal,"-"
4,5,Activity S,2020-06-27 19:26:00:867,Vickie,normal,normal,"-"
4,6,Activity O,2020-06-27 20:18:31:147,Lucy,normal,normal,"-"
4,7,Activity B,2020-06-27 21:08:19:729,Melany,normal,normal,"-"
4,8,■,,,,,""
5,0,▶,,,,,""
5,1,Activity A,2020-06-27 17:07:03:987,Alyce,normal,normal,"-"
5,2,Activity N,2020-06-27 17:52:16:487,Brant,normal,normal,"-"
5,3,Activity AG,2020-06-27 18:43:05:050,Sandra,normal,normal,"-"
